,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
1225,1225,1225,1225,1225,1225,1226,NP_460236.1,leucine efflux protein LeuE,STM1270,yeaS,1350585,1351223,+,NC_003197.2,0,0,0,0
1226,1226,1226,1226,1226,1226,1227,NP_460237.1,hypothetical protein,STM1271,yeaR,1351396,1351758,+,NC_003197.2,0,0,0,0
1227,1227,1227,1227,1227,1227,1228,NP_460238.1,DUF1869 domain-containing protein,STM1272,yoaG,1351761,1351943,+,NC_003197.2,0,1,1,0
1228,1228,1228,1228,1228,1228,1229,NP_460239.1,hypothetical protein,STM1273,,1352173,1352814,+,NC_003197.2,0,0,0,0
1229,1229,1229,1229,1229,1229,1230,NP_460240.1,hypothetical protein,STM1274,yeaQ,1353129,1353377,+,NC_003197.2,0,0,0,0
1230,1230,1230,1230,1230,1230,1231,NP_460241.1,hypothetical protein,STM1275,yaoF,1353810,1354061,+,NC_003197.2,0,0,0,0
1231,1231,1231,1231,1231,1231,1232,NP_460242.1,hypothetical protein,STM1276,,1354130,1354441,+,NC_003197.2,0,1,1,0
1232,1232,1232,1232,1232,1232,1233,NP_460243.1,MarR family transcriptional regulator,STM1277,yeaO,1354427,1354774,-,NC_003197.2,0,0,0,0
1233,1233,1233,1233,1233,1233,1234,NP_460244.1,hypothetical protein,STM1278,yeaN,1354893,1356077,-,NC_003197.2,0,0,0,0
1234,1234,1234,1234,1234,1234,1235,NP_460245.1,AraC family transcriptional regulator,STM1279,yeaM,1356178,1356972,+,NC_003197.2,0,0,0,0
1235,1235,1235,1235,1235,1235,1236,NP_460246.2,hypothetical protein,STM1280,yeaL,1356952,1357398,-,NC_003197.2,0,0,0,0
1236,1236,1236,1236,1236,1236,1237,NP_460247.1,hypothetical protein,STM1281,,1357604,1357711,+,NC_003197.2,0,0,0,0
1237,1237,1237,1237,1237,1237,1238,NP_460248.1,putative cytoplasmic protein,STM1282,yeaK,1357708,1358226,-,NC_003197.2,0,0,0,0
1238,1238,1238,1238,1238,1238,1239,NP_460249.1,diguanylate cylase,STM1283,yeaJ,1358276,1359769,-,NC_003197.2,0,0,0,0
1239,1239,1239,1239,1239,1239,1240,NP_460250.1,hypothetical protein,STM1284,yeaH,1360410,1361696,-,NC_003197.2,0,0,0,0
1240,1240,1240,1240,1240,1240,1241,NP_460251.1,PrkA family serine protein kinase,STM1285,yeaG,1361819,1363753,-,NC_003197.2,0,0,0,0
1241,1241,1241,1241,1241,1241,1242,NP_460252.1,MltA-interacting protein MipA,STM1286,mipA,1364180,1364926,+,NC_003197.2,0,0,0,0
1242,1242,1242,1242,1242,1242,1243,NP_460253.1,anaerobic sulfatase maturase,STM1287,,1365216,1366412,+,NC_003197.2,0,0,0,0
1243,1243,1243,1243,1243,1243,1244,NP_460254.1,putative aldehyde reductase,STM1288,,1366509,1367366,+,NC_003197.2,0,0,0,0
1244,1244,1244,1244,1244,1244,1245,NP_460255.1,D-hexose-6-phosphate mutarotase,STM1289,yeaD,1367465,1368349,-,NC_003197.2,0,0,0,0
1245,1245,1245,1245,1245,1245,1246,NP_460256.1,type I glyceraldehyde-3-phosphate dehydrogenase,STM1290,gapA,1368684,1369679,-,NC_003197.2,0,0,0,0
1246,1246,1246,1246,1246,1246,1247,NP_460257.1,hypothetical protein,STM1291,yeaA,1369991,1370434,+,NC_003197.2,0,0,0,0
1247,1247,1247,1247,1247,1247,1248,NP_460258.1,hypothetical protein,STM1292,yeaC,1370476,1370754,+,NC_003197.2,0,0,0,0
1248,1248,1248,1248,1248,1248,1249,NP_460259.1,nicotinamidase,STM1293,pncA,1371106,1371762,-,NC_003197.2,0,0,0,0
1249,1249,1249,1249,1249,1249,1250,NP_460260.1,L-asparaginase 1,STM1294,ansA,1371789,1372805,-,NC_003197.2,0,0,0,0
1250,1250,1250,1250,1250,1250,1251,NP_460261.1,signal peptide peptidase SppA,STM1295,sppA,1372901,1374757,-,NC_003197.2,0,0,0,0
1251,1251,1251,1251,1251,1251,1252,NP_460262.1,NAD(P)H nitroreductase,STM1296,ydjA,1374931,1375482,+,NC_003197.2,0,0,0,0
1252,1252,1252,1252,1252,1252,1253,NP_460263.1,selenophosphate synthase,STM1297,selD,1375600,1376643,+,NC_003197.2,0,0,0,0
1253,1253,1253,1253,1253,1253,1254,NP_460264.1,DNA topoisomerase III,STM1298,topB,1376648,1378597,+,NC_003197.2,0,0,0,0
1254,1254,1254,1254,1254,1254,1255,NP_460265.1,glutamate dehydrogenase,STM1299,gdhA,1378627,1379970,-,NC_003197.2,0,0,0,0
1255,1255,1255,1255,1255,1255,1256,NP_460266.1,hypothetical protein,STM1300,,1380209,1380484,+,NC_003197.2,0,0,0,0
1256,1256,1256,1256,1256,1256,1257,NP_460267.1,NTP pyrophosphohydrolase,STM1301,,1380444,1380860,-,NC_003197.2,0,0,0,0
1257,1257,1257,1257,1257,1257,1258,NP_460268.1,exodeoxyribonuclease III,STM1302,xthA,1380933,1381739,-,NC_003197.2,0,0,0,0
1258,1258,1258,1258,1258,1258,1259,NP_460269.1,aspartate aminotransferase family protein,STM1303,astC,1382185,1383411,+,NC_003197.2,0,0,0,0
1259,1259,1259,1259,1259,1259,1260,NP_460270.1,arginine N-succinyltransferase,STM1304,astA,1383402,1384436,+,NC_003197.2,0,0,0,0
1260,1260,1260,1260,1260,1260,1261,NP_460271.1,succinylglutamate-semialdehyde dehydrogenase,STM1305,astD,1384433,1385911,+,NC_003197.2,0,0,0,0
1261,1261,1261,1261,1261,1261,1262,NP_460272.1,N-succinylarginine dihydrolase,STM1306,astB,1385908,1387251,+,NC_003197.2,0,0,0,0
1262,1262,1262,1262,1262,1262,1263,NP_460273.1,succinylglutamate desuccinylase,STM1307,astE,1387244,1388212,+,NC_003197.2,0,0,0,0
1263,1263,1263,1263,1263,1263,1264,NP_460274.1,ATP-independent periplasmic protein-refolding chaperone,STM1308,spy,1388548,1389033,+,NC_003197.2,0,0,0,0
1264,1264,1264,1264,1264,1264,1265,NP_460275.1,putative nuclease subunit of the excinuclease complex,STM1309,,1389108,1390016,-,NC_003197.2,0,0,0,0
1265,1265,1265,1265,1265,1265,1266,NP_460276.1,NAD(+) synthase,STM1310,nadE,1390110,1390937,-,NC_003197.2,0,0,0,0
1266,1266,1266,1266,1266,1266,1267,NP_460277.1,transcriptional regulator,STM1311,osmE,1391156,1391497,+,NC_003197.2,0,0,0,0
1267,1267,1267,1267,1267,1267,1268,NP_460278.1,PTS sugar transporter subunit IIB,STM1312,celA,1391798,1392118,+,NC_003197.2,0,0,0,0
1268,1268,1268,1268,1268,1268,1269,NP_460279.1,"PTS N,N'-diacetylchitobiose transporter subunit IIC",STM1313,celB,1392201,1393559,+,NC_003197.2,0,0,0,0
1269,1269,1269,1269,1269,1269,1270,NP_460280.1,PTS N N'-diacetylchitobiose transporter subunit IIA,STM1314,celC,1393610,1393957,+,NC_003197.2,0,0,0,0
1270,1270,1270,1270,1270,1270,1271,NP_460281.1,transcriptional repressor of cel operon,STM1315,celD,1393968,1394810,+,NC_003197.2,0,0,0,0
1271,1271,1271,1271,1271,1271,1272,NP_460282.1,6-phospho-beta-glucosidase,STM1316,celF,1394935,1396290,+,NC_003197.2,0,0,0,0
1272,1272,1272,1272,1272,1272,1273,NP_460283.1,carbohydrate deacetylase,STM1317,celG,1396303,1397061,+,NC_003197.2,0,0,0,0
1273,1273,1273,1273,1273,1273,1274,NP_460284.1,catalase HPII,STM1318,katE,1397105,1399357,-,NC_003197.2,0,0,0,0
1274,1274,1274,1274,1274,1274,1275,NP_460285.1,cell division modulator,STM1319,cedA,1399722,1399964,+,NC_003197.2,0,0,0,0
1275,1275,1275,1275,1275,1275,1276,NP_460286.1,L-cystine transporter,STM1320,ydjN,1400066,1401457,-,NC_003197.2,0,0,0,0
1276,1276,1276,1276,1276,1276,1277,NP_460287.3,LexA regulated gene,STM1321,ydjM,1401594,1402193,-,NC_003197.2,0,0,0,0
1277,1277,1277,1277,1277,1277,1278,NP_460288.1,2-deoxyglucose-6-phosphatase,STM1322,yniC,1402331,1402999,-,NC_003197.2,0,0,0,0
1278,1278,1278,1278,1278,1278,1279,NP_460289.1,hypothetical protein,STM1323,yniB,1403148,1403684,+,NC_003197.2,0,0,0,0
1279,1279,1279,1279,1279,1279,1280,NP_460290.1,hypothetical protein,STM1324,,1403727,1404587,-,NC_003197.2,0,0,0,0
1280,1280,1280,1280,1280,1280,1281,NP_460291.1,hypothetical protein,STM1325,ydiZ,1404694,1404984,-,NC_003197.2,0,0,0,0
1281,1281,1281,1281,1281,1281,1282,NP_460292.1,6-phosphofructokinase II,STM1326,pfkB,1405081,1406013,-,NC_003197.2,0,0,0,0
1282,1282,1282,1282,1282,1282,1283,NP_460293.1,hypothetical protein,STM1327,ydiY,1406302,1407060,+,NC_003197.2,0,0,0,0
1283,1283,1283,1283,1283,1283,1284,NP_460294.1,hypothetical protein,STM1328,,1407109,1408068,-,NC_003197.2,0,0,0,0
1284,1284,1284,1284,1284,1284,1285,NP_460295.1,hypothetical protein,STM1329,,1408211,1408525,+,NC_003197.2,0,0,0,0
1285,1285,1285,1285,1285,1285,1286,NP_460296.1,endonuclease,STM1330,,1408522,1409376,+,NC_003197.2,0,0,0,0
1286,1286,1286,1286,1286,1286,1287,NP_447756.1,hypothetical protein,STM1331,,1409549,1409755,+,NC_003197.2,0,0,0,0
1287,1287,1287,1287,1287,1287,1288,NP_460298.1,polymerase,STM1332,rfc,1410078,1411301,-,NC_003197.2,0,0,0,0
1288,1288,1288,1288,1288,1288,1289,NP_460299.1,threonine--tRNA ligase,STM1333,thrS,1412193,1414121,+,NC_003197.2,0,0,0,0
1289,1289,1289,1289,1289,1289,1290,NP_460300.3,protein chain initiation factor IF-3,STM1334,infC,1414233,1414667,+,NC_003197.2,0,0,0,0
1290,1290,1290,1290,1290,1290,1291,NP_460301.1,50S ribosomal protein L35,STM1335,rpmI,1414763,1414960,+,NC_003197.2,0,0,0,0
1291,1291,1291,1291,1291,1291,1292,NP_460302.1,50S ribosomal protein L20,STM1336,rplT,1415011,1415367,+,NC_003197.2,0,0,0,0
1292,1292,1292,1292,1292,1292,1293,NP_460303.1,phenylalanine--tRNA ligase subunit alpha,STM1337,pheS,1415669,1416652,+,NC_003197.2,0,0,0,0
1293,1293,1293,1293,1293,1293,1294,NP_460304.1,phenylalanine--tRNA ligase subunit beta,STM1338,pheT,1416668,1419055,+,NC_003197.2,0,0,0,0
1294,1294,1294,1294,1294,1294,1295,NP_460305.1,integration host factor subunit alpha,STM1339,himA,1419060,1419359,+,NC_003197.2,0,0,0,0
1295,1295,1295,1295,1295,1295,1296,NP_460306.1,vitamin B12 ABC transporter permease BtuC,STM1340,btuC,1419562,1420542,+,NC_003197.2,0,0,0,0
1296,1296,1296,1296,1296,1296,1297,NP_460307.1,glutathione peroxidase,STM1341,btuE,1420634,1421185,+,NC_003197.2,0,0,0,0
1297,1297,1297,1297,1297,1297,1298,NP_460308.1,vitamin B12 ABC transporter ATP-binding protein BtuD,STM1342,btuD,1421185,1421934,+,NC_003197.2,0,0,0,0
1298,1298,1298,1298,1298,1298,1299,NP_460309.1,endopeptidase,STM1343,nlpC,1422011,1422475,+,NC_003197.2,0,0,0,0
1299,1299,1299,1299,1299,1299,1300,NP_460310.1,EAL domain-containing protein,STM1344,ydiV,1422789,1423502,+,NC_003197.2,0,0,0,0
1300,1300,1300,1300,1300,1300,1301,NP_460311.1,hypothetical protein,STM1345,ydiU,1423564,1425006,+,NC_003197.2,0,0,0,0
1301,1301,1301,1301,1301,1301,1302,NP_460312.1,hemin uptake protein hemP,STM1346,ydiE,1425041,1425232,-,NC_003197.2,0,1,1,0
1302,1302,1302,1302,1302,1302,1303,NP_460313.1,3-deoxy-7-phosphoheptulonate synthase,STM1347,aroH,1425389,1426435,-,NC_003197.2,0,0,0,0
1303,1303,1303,1303,1303,1303,1304,NP_460314.1,phosphoenolpyruvate synthase regulatory protein,STM1348,ydiA,1426591,1427424,-,NC_003197.2,0,0,0,0
1304,1304,1304,1304,1304,1304,1305,NP_460315.1,phosphoenolpyruvate synthase,STM1349,pps,1427761,1430139,+,NC_003197.2,0,0,0,0
1305,1305,1305,1305,1305,1305,1306,NP_460316.1,cyclohexanecarboxylate-CoA ligase,STM1350,ydiD,1430181,1431821,-,NC_003197.2,0,0,0,0
1306,1306,1306,1306,1306,1306,1307,NP_460317.1,ferredoxin family protein,STM1351,ydiT,1431911,1432204,-,NC_003197.2,0,0,0,0
1307,1307,1307,1307,1307,1307,1308,NP_460318.1,oxidoreductase,STM1352,ydiS,1432201,1433487,-,NC_003197.2,0,0,0,0
1308,1308,1308,1308,1308,1308,1309,NP_460319.1,electron transfer flavoprotein subunit alpha,STM1353,ydiR,1433544,1434479,-,NC_003197.2,0,0,0,0
1309,1309,1309,1309,1309,1309,1310,NP_460320.1,putative electron transfer flavoprotein,STM1354,ydiQ,1434501,1435265,-,NC_003197.2,0,0,0,0
1310,1310,1310,1310,1310,1310,1311,NP_460321.1,AraC family transcriptional regulator,STM1355,ydiP,1435728,1436618,+,NC_003197.2,0,0,0,0
1311,1311,1311,1311,1311,1311,1312,NP_460322.1,putative acyl-CoA dehydrogenase,STM1356,ydiO,1436694,1437845,-,NC_003197.2,0,0,0,0
1312,1312,1312,1312,1312,1312,1313,NP_460323.3,putative acetyl-CoA:acetoacetyl-CoA transferase beta subunit,STM1357,ydiF,1437859,1439412,-,NC_003197.2,0,0,0,0
1313,1313,1313,1313,1313,1313,1314,NP_460324.1,3-dehydroquinate dehydratase,STM1358,aroD,1439608,1440366,-,NC_003197.2,0,0,0,0
1314,1314,1314,1314,1314,1314,1315,NP_460325.1,quinate/shikimate dehydrogenase,STM1359,ydiB,1440411,1441277,-,NC_003197.2,0,0,0,0
1315,1315,1315,1315,1315,1315,1316,NP_460326.1,MFS transporter,STM1360,ydiN,1441344,1442579,-,NC_003197.2,0,0,0,0
1316,1316,1316,1316,1316,1316,1317,NP_460327.1,MFS transporter,STM1361,ydiM,1442943,1444154,-,NC_003197.2,0,0,0,0
1317,1317,1317,1317,1317,1317,1318,NP_460328.1,putative cytoplasmic protein,STM1362,ydiL,1444295,1444654,-,NC_003197.2,0,0,0,0
1318,1318,1318,1318,1318,1318,1319,NP_460329.1,hypothetical protein,STM1364,ydiK,1445112,1446230,-,NC_003197.2,0,0,0,0
1319,1319,1319,1319,1319,1319,1320,NP_460330.1,hypothetical protein,STM1365,ydiJ,1446495,1449551,+,NC_003197.2,0,0,0,0
1320,1320,1320,1320,1320,1320,1321,NP_460331.1,thioesterase,STM1366,,1449548,1449958,+,NC_003197.2,0,0,0,0
1321,1321,1321,1321,1321,1321,1322,NP_460332.1,putative cytoplasmic protein,STM1367,ydiH,1450018,1450245,+,NC_003197.2,0,0,0,0
1322,1322,1322,1322,1322,1322,1323,NP_460333.1,L-cystine transporter,STM1368,,1450533,1451879,-,NC_003197.2,0,0,0,0
1323,1323,1323,1323,1323,1323,1324,NP_460334.1,Fe-S cluster assembly scaffold SufA,STM1369,sufA,1452306,1452674,+,NC_003197.2,0,0,0,0
1324,1324,1324,1324,1324,1324,1325,NP_460335.1,Fe-S cluster assembly protein SufB,STM1370,sufB,1452683,1454170,+,NC_003197.2,0,0,0,0
1325,1325,1325,1325,1325,1325,1326,NP_460336.1,Fe-S cluster assembly ATPase SufC,STM1371,sufC,1454187,1454933,+,NC_003197.2,0,0,0,0
1326,1326,1326,1326,1326,1326,1327,NP_460337.1,FeS cluster assembly protein SufD,STM1372,sufD,1454908,1456179,+,NC_003197.2,0,0,0,0
1327,1327,1327,1327,1327,1327,1328,NP_460338.1,bifunctional cysteine desulfurase/selenocysteine lyase,STM1373,sufS,1456176,1457396,+,NC_003197.2,0,0,0,0
1328,1328,1328,1328,1328,1328,1329,NP_460339.1,cysteine desufuration protein SufE,STM1374,ynhA,1457409,1457825,+,NC_003197.2,0,0,0,0
1329,1329,1329,1329,1329,1329,1330,NP_460340.1,"murein L,D-transpeptidase",STM1375,ynhG,1457980,1458981,+,NC_003197.2,0,0,0,0
1330,1330,1330,1330,1330,1330,1331,NP_460341.1,hypothetical protein,STM1376,lppB,1459048,1459287,-,NC_003197.2,0,0,0,0
1331,1331,1331,1331,1331,1331,1332,NP_460342.1,murein lipoprotein,STM1377,lpp,1459370,1459606,-,NC_003197.2,0,0,0,0
1332,1332,1332,1332,1332,1332,1333,NP_460343.1,pyruvate kinase,STM1378,pykF,1459917,1461329,-,NC_003197.2,0,0,0,0
1333,1333,1333,1333,1333,1333,1334,NP_460344.1,putative amino acid permease,STM1379,orf48,1461731,1463074,-,NC_003197.2,0,0,0,0
1334,1334,1334,1334,1334,1334,1335,NP_460345.1,hydrolase,STM1380,orf32,1463096,1463989,-,NC_003197.2,0,0,0,0
1335,1335,1335,1335,1335,1335,1336,NP_460346.1,hypothetical protein,STM1381,orf245,1464048,1464785,-,NC_003197.2,0,0,0,0
1336,1336,1336,1336,1336,1336,1337,NP_460347.1,hypothetical protein,STM1382,orf408,1464797,1466023,-,NC_003197.2,0,0,0,0
1337,1337,1337,1337,1337,1337,1338,NP_460348.1,tetrathionate reductase subunit A,STM1383,ttrA,1466346,1469408,-,NC_003197.2,0,0,0,0
1338,1338,1338,1338,1338,1338,1339,NP_460349.1,tetrathionate reductase subunit C,STM1384,ttrC,1469401,1470423,-,NC_003197.2,0,0,0,0
1339,1339,1339,1339,1339,1339,1340,NP_460350.1,"tetrathionate reductase complex, subunit B",STM1385,ttrB,1470424,1471176,-,NC_003197.2,0,0,0,0
1340,1340,1340,1340,1340,1340,1341,NP_460351.1,tetrathionate reductase complex: sensory transduction histidine kinase,STM1386,ttrS,1471340,1473118,+,NC_003197.2,0,0,0,0
1341,1341,1341,1341,1341,1341,1342,NP_460352.3,DNA-binding response regulator,STM1387,ttrR,1473093,1473713,+,NC_003197.2,0,0,0,0
1342,1342,1342,1342,1342,1342,1343,NP_460353.1,hypothetical protein,STM1388,orf70,1473811,1474023,+,NC_003197.2,0,0,0,0
1343,1343,1343,1343,1343,1343,1344,NP_460354.1,hypothetical protein,STM1389,orf319,1474119,1475078,-,NC_003197.2,0,0,0,0
1344,1344,1344,1344,1344,1344,1345,NP_460355.1,helix-turn-helix-type transcriptional regulator,STM1390,orf242,1475251,1475979,-,NC_003197.2,0,0,0,0
1345,1345,1345,1345,1345,1345,1346,NP_460356.1,DNA-binding response regulator,STM1391,ssrB,1476158,1476796,-,NC_003197.2,0,0,0,0
1346,1346,1346,1346,1346,1346,1347,NP_460357.1,hybrid sensor histidine kinase/response regulator,STM1392,ssrA,1476827,1479589,-,NC_003197.2,0,0,0,0
1347,1347,1347,1347,1347,1347,1348,NP_460358.1,pathogenicity island chaperone protein SpiC,STM1393,ssaB,1479990,1480391,+,NC_003197.2,1,1,1,0
1348,1348,1348,1348,1348,1348,1349,NP_460359.1,EscC/YscC/HrcC family type III secretion system outer membrane ring protein,STM1394,ssaC,1480393,1481886,+,NC_003197.2,0,0,0,0
1349,1349,1349,1349,1349,1349,1350,NP_460360.1,EscD/YscD/HrpQ family type III secretion system inner membrane ring protein,STM1395,ssaD,1481867,1483078,+,NC_003197.2,0,0,0,0
1350,1350,1350,1350,1350,1350,1351,NP_460361.1,EscE/YscE/SsaE family type III secretion system needle protein co-chaperone,STM1396,ssaE,1483086,1483328,+,NC_003197.2,0,0,0,0
1351,1351,1351,1351,1351,1351,1352,NP_460362.1,type III secretion system chaperone SseA,STM1397,sseA,1483592,1483918,+,NC_003197.2,1,0,0,1
1352,1352,1352,1352,1352,1352,1353,NP_460363.1,pathogenicity island 2 effector protein SseB,STM1398,sseB,1483925,1484515,+,NC_003197.2,1,1,1,0
1353,1353,1353,1353,1353,1353,1354,NP_460364.1,CesD/SycD/LcrH family type III secretion system chaperone,STM1399,sscA,1484512,1484985,+,NC_003197.2,0,0,0,1
1354,1354,1354,1354,1354,1354,1355,NP_460365.1,pathogenicity island 2 effector protein SseC,STM1400,sseC,1484988,1486442,+,NC_003197.2,1,1,1,0
1355,1355,1355,1355,1355,1355,1356,NP_460366.1,pathogenicity island 2 effector protein SseD,STM1401,sseD,1486458,1487045,+,NC_003197.2,1,1,1,0
1356,1356,1356,1356,1356,1356,1357,NP_460367.1,pathogenicity island 2 effector protein SseE,STM1402,sseE,1487048,1487464,+,NC_003197.2,1,1,0,1
1357,1357,1357,1357,1357,1357,1358,NP_460368.1,CesD/SycD/LcrH family type III secretion system chaperone,STM1403,sscB,1487516,1487950,+,NC_003197.2,0,0,0,1
1358,1358,1358,1358,1358,1358,1359,NP_460369.1,pathogenicity island 2 effector protein SseF,STM1404,sseF,1487966,1488748,+,NC_003197.2,1,1,1,1
1359,1359,1359,1359,1359,1359,1360,NP_460370.1,pathogenicity island 2 effector protein SseG,STM1405,sseG,1488745,1489434,+,NC_003197.2,1,1,1,1
1360,1360,1360,1360,1360,1360,1361,NP_460371.1,secretion system apparatus,STM1406,ssaG,1489528,1489743,+,NC_003197.2,0,1,1,0
1361,1361,1361,1361,1361,1361,1362,NP_460372.1,secretion system apparatus,STM1407,ssaH,1489784,1490011,+,NC_003197.2,0,0,0,0
1362,1362,1362,1362,1362,1362,1363,NP_460373.1,EscI/YscI/HrpB family type III secretion system inner rod protein,STM1408,ssaI,1490023,1490271,+,NC_003197.2,0,1,1,0
1363,1363,1363,1363,1363,1363,1364,NP_460374.1,EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein,STM1409,ssaJ,1490268,1491017,+,NC_003197.2,0,0,0,0
1364,1364,1364,1364,1364,1364,1365,NP_460375.1,hypothetical protein,STM1410,,1491035,1491583,+,NC_003197.2,0,0,0,0
1365,1365,1365,1365,1365,1365,1366,NP_460376.1,type III secretion system protein SsaK,STM1411,ssaK,1491580,1492254,+,NC_003197.2,0,1,1,0
1366,1366,1366,1366,1366,1366,1367,NP_460377.1,secretion system apparatus protein,STM1412,ssaL,1492220,1493236,+,NC_003197.2,0,1,1,0
1367,1367,1367,1367,1367,1367,1368,NP_460378.1,type III secretion system protein SsaM,STM1413,ssaM,1493294,1493662,+,NC_003197.2,0,0,0,0
1368,1368,1368,1368,1368,1368,1369,NP_460379.1,EscV/YscV/HrcV family type III secretion system export apparatus protein,STM1414,ssaV,1493647,1495692,+,NC_003197.2,0,0,0,0
1369,1369,1369,1369,1369,1369,1370,NP_460380.1,EscN/YscN/HrcN family type III secretion system ATPase,STM1415,ssaN,1495682,1496983,+,NC_003197.2,0,0,0,0
1370,1370,1370,1370,1370,1370,1371,NP_460381.1,type III secretion system protein SsaO,STM1416,ssaO,1496986,1497363,+,NC_003197.2,0,0,0,0
1371,1371,1371,1371,1371,1371,1372,NP_460382.1,type III secretion system protein SsaP,STM1417,ssaP,1497344,1497718,+,NC_003197.2,0,0,0,0
1372,1372,1372,1372,1372,1372,1373,NP_460383.1,type III secretion system protein SsaQ,STM1418,ssaQ,1497699,1498667,+,NC_003197.2,0,1,1,0
1373,1373,1373,1373,1373,1373,1374,NP_460384.1,EscR/YscR/HrcR family type III secretion system export apparatus protein,STM1419,ssaR,1498735,1499382,+,NC_003197.2,0,0,0,0
1374,1374,1374,1374,1374,1374,1375,NP_460385.1,EscS/YscS/HrcS family type III secretion system export apparatus protein,STM1420,ssaS,1499379,1499645,+,NC_003197.2,0,0,0,0
1375,1375,1375,1375,1375,1375,1376,NP_460386.1,EscT/YscT/HrcT family type III secretion system export apparatus protein,STM1421,ssaT,1499646,1500425,+,NC_003197.2,0,0,0,0
1376,1376,1376,1376,1376,1376,1377,NP_460387.1,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,STM1422,ssaU,1500422,1501480,+,NC_003197.2,0,0,0,0
1377,1377,1377,1377,1377,1377,1378,NP_460388.2,MATE family efflux transporter,STM1425,ydhE,1501953,1503326,-,NC_003197.2,0,0,0,0
1378,1378,1378,1378,1378,1378,1379,NP_460389.1,riboflavin synthase subunit alpha,STM1426,ribE,1503543,1504184,+,NC_003197.2,0,0,0,0
1379,1379,1379,1379,1379,1379,1380,NP_460390.1,cyclopropane-fatty-acyl-phospholipid synthase,STM1427,cfa,1504226,1505374,-,NC_003197.2,0,0,0,0
1380,1380,1380,1380,1380,1380,1381,NP_460391.1,Bcr/CflA family multidrug efflux transporter,STM1428,ydhC,1505664,1506869,-,NC_003197.2,0,0,0,0
1381,1381,1381,1381,1381,1381,1382,NP_460392.1,putative LysR family transcriptional regulator,STM1429,ydhB,1506982,1507914,+,NC_003197.2,0,0,0,0
1382,1382,1382,1382,1382,1382,1383,NP_460393.1,transcriptional repressor,STM1430,purR,1507911,1508936,-,NC_003197.2,0,0,0,0
1383,1383,1383,1383,1383,1383,1384,NP_460394.1,superoxide dismutase,STM1431,sodB,1509404,1509985,-,NC_003197.2,0,0,0,0
1384,1384,1384,1384,1384,1384,1385,NP_460395.1,putative cell wall-associated hydrolase,STM1432,ydhO,1510112,1510966,-,NC_003197.2,0,0,0,0
1385,1385,1385,1385,1385,1385,1386,NP_460396.1,Grx4 family monothiol glutaredoxin,STM1433,ydhD,1511268,1511615,+,NC_003197.2,0,0,0,0
1386,1386,1386,1386,1386,1386,1387,NP_460397.1,ribonuclease T,STM1434,rnt,1511693,1512340,-,NC_003197.2,0,0,0,0
1387,1387,1387,1387,1387,1387,1388,NP_460398.1,lactoylglutathione lyase,STM1435,gloA,1512441,1512848,-,NC_003197.2,0,0,0,0
1388,1388,1388,1388,1388,1388,1389,NP_460399.1,N-ethylmaleimide reductase,STM1436,nemA,1512917,1514014,-,NC_003197.2,0,0,0,0
1389,1389,1389,1389,1389,1389,1390,NP_460400.1,TetR family transcriptional regulator,STM1437,ydhM,1514073,1514672,-,NC_003197.2,0,0,0,0
1390,1390,1390,1390,1390,1390,1391,NP_460401.1,DUF1289 domain-containing protein,STM1438,ydhL,1514775,1515014,+,NC_003197.2,0,0,0,0
1391,1391,1391,1391,1391,1391,1392,NP_460402.1,oxidoreductase,STM1439,ydhF,1515065,1515961,+,NC_003197.2,0,0,0,0
1392,1392,1392,1392,1392,1392,1393,NP_460403.1,superoxide dismutase,STM1440,sodC,1516041,1516562,+,NC_003197.2,0,0,0,0
