id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6)
826,NP_249517.1,hypothetical protein,PA0826,,900408,901046,-,NC_002516.2,0,0,0
827,NP_249518.1,hypothetical protein,PA0827,,901934,902812,-,NC_002516.2,0,0,0
828,NP_249519.1,transcriptional regulator,PA0828,,902900,903583,+,NC_002516.2,0,0,0
829,NP_249520.1,hydrolase,PA0829,,903692,904633,+,NC_002516.2,0,0,0
830,NP_249521.1,hypothetical protein,PA0830,,904768,905601,-,NC_002516.2,0,0,0
831,NP_249522.1,ornithine utilization transcriptional regulator OruR,PA0831,oruR,905726,906745,+,NC_002516.2,0,0,0
832,NP_249523.1,hypothetical protein,PA0832,,906847,907488,+,NC_002516.2,0,0,0
833,NP_249524.1,hypothetical protein,PA0833,,907594,908307,+,NC_002516.2,0,0,0
834,NP_249525.1,acyltransferase,PA0834,,908377,909291,-,NC_002516.2,0,0,0
835,NP_249526.1,phosphate acetyltransferase,PA0835,pta,909418,911532,-,NC_002516.2,0,0,0
836,NP_249527.1,acetate kinase,PA0836,ackA,911595,912779,-,NC_002516.2,0,0,0
837,NP_249528.1,peptidyl-prolyl cis-trans isomerase SlyD,PA0837,slyD,913086,913571,+,NC_002516.2,0,0,0
838,NP_249529.1,glutathione peroxidase,PA0838,,913777,914259,+,NC_002516.2,0,0,0
839,NP_249530.1,transcriptional regulator,PA0839,,914412,915002,+,NC_002516.2,0,0,0
840,NP_249531.1,oxidoreductase,PA0840,,915043,916155,+,NC_002516.2,0,0,0
841,NP_249532.1,hypothetical protein,PA0841,,916346,917305,+,NC_002516.2,0,0,0
842,NP_249533.1,glycosyl transferase family protein,PA0842,,917309,918529,-,NC_002516.2,0,0,0
843,NP_249534.1,phospholipase C accessory protein PlcR,PA0843,plcR,918617,919240,-,NC_002516.2,0,0,0
844,NP_249535.1,hemolytic phospholipase C,PA0844,plcH,919258,921450,-,NC_002516.2,0,0,0
845,NP_249536.1,neutral ceramidase,PA0845,,921792,923804,-,NC_002516.2,0,0,0
846,NP_249537.1,sulfate transporter CysZ,PA0846,,924182,924922,-,NC_002516.2,0,0,0
847,NP_249538.1,hypothetical protein,PA0847,,925007,927214,-,NC_002516.2,0,0,0
848,NP_249539.1,alkyl hydroperoxide reductase,PA0848,,927147,927746,+,NC_002516.2,0,0,0
849,NP_249540.1,thioredoxin reductase,PA0849,trxB2,927880,928830,+,NC_002516.2,0,0,0
850,NP_249541.1,hypothetical protein,PA0850,,929084,929503,+,NC_002516.2,0,0,0
851,NP_249542.1,hypothetical protein,PA0851,,929514,930476,-,NC_002516.2,0,0,0
852,NP_249543.1,chitin-binding protein CbpD,PA0852,cbpD,930653,931822,-,NC_002516.2,0,0,0
853,NP_249544.1,oxidoreductase,PA0853,,932102,932725,-,NC_002516.2,0,0,0
854,NP_249545.1,fumarate hydratase,PA0854,fumC2,932718,934112,-,NC_002516.2,0,0,0
855,NP_249546.1,hypothetical protein,PA0855,,934241,935260,-,NC_002516.2,0,1,0
856,NP_249547.1,hypothetical protein,PA0856,,935427,935975,+,NC_002516.2,0,0,0
857,NP_249548.1,morphogene protein BolA,PA0857,bolA,935989,936294,+,NC_002516.2,0,0,0
858,NP_249549.1,hypothetical protein,PA0858,,936459,937397,+,NC_002516.2,0,0,0
859,NP_249550.1,hypothetical protein,PA0859,,937437,938039,+,NC_002516.2,0,0,0
860,NP_249551.1,ABC transporter ATP-binding protein/permease,PA0860,,938032,939822,+,NC_002516.2,0,0,0
861,NP_249552.1,hypothetical protein,PA0861,,940117,942573,+,NC_002516.2,0,0,0
862,NP_249553.1,hypothetical protein,PA0862,,942648,943430,+,NC_002516.2,0,0,0
863,NP_249554.1,oxidoreductase,PA0863,,943482,944441,-,NC_002516.2,0,0,0
864,NP_249555.1,transcriptional regulator,PA0864,,944724,945512,-,NC_002516.2,0,0,0
865,NP_249556.1,4-hydroxyphenylpyruvate dioxygenase,PA0865,hpd,945834,946907,+,NC_002516.2,0,0,0
866,NP_249557.1,aromatic amino acid transporter AroP,PA0866,aroP2,947205,948623,+,NC_002516.2,0,0,0
867,NP_249558.1,lysozyme inhibitor,PA0867,mliC,948776,949159,+,NC_002516.2,0,1,1
868,NP_249559.1,peptidyl-tRNA hydrolase,PA0868,,949280,949693,+,NC_002516.2,0,0,0
869,NP_249560.1,D-alanyl-D-alanine endopeptidase,PA0869,pbpG,949716,950648,-,NC_002516.2,0,0,0
870,NP_249561.1,aromatic amino acid aminotransferase,PA0870,phhC,950962,952161,-,NC_002516.2,0,0,0
871,NP_249562.1,pterin-4-alpha-carbinolamine dehydratase,PA0871,phhB,952158,952514,-,NC_002516.2,0,0,0
872,NP_249563.1,phenylalanine 4-monooxygenase,PA0872,phhA,952619,953407,-,NC_002516.2,0,0,0
873,NP_249564.1,transcriptional regulator PhhR,PA0873,phhR,953691,955250,+,NC_002516.2,0,0,0
874,NP_249565.1,hypothetical protein,PA0874,,955456,955722,-,NC_002516.2,0,0,0
875,NP_249566.1,hypothetical protein,PA0875,,955991,958186,-,NC_002516.2,0,0,0
876,NP_249567.1,transcriptional regulator,PA0876,,958406,959350,+,NC_002516.2,0,0,0
877,NP_249568.1,transcriptional regulator,PA0877,,959484,960380,-,NC_002516.2,0,0,0
878,NP_249569.1,hypothetical protein,PA0878,,960497,961324,+,NC_002516.2,0,0,0
879,NP_249570.1,acyl-CoA dehydrogenase,PA0879,,961370,962530,+,NC_002516.2,0,0,0
880,NP_249571.1,ring-cleaving dioxygenase,PA0880,,962545,962925,+,NC_002516.2,0,0,0
881,NP_249572.1,hypothetical protein,PA0881,,962964,964316,+,NC_002516.2,0,0,0
882,NP_249573.1,hypothetical protein,PA0882,,964372,965574,+,NC_002516.2,0,0,0
883,NP_249574.1,acyl-CoA lyase subunit beta,PA0883,,965585,966412,+,NC_002516.2,0,0,0
884,NP_249575.1,C4-dicarboxylate-binding protein,PA0884,,966526,967521,+,NC_002516.2,0,0,0
885,NP_249576.1,C4-dicarboxylate transporter,PA0885,,967570,968208,+,NC_002516.2,0,0,0
886,NP_249577.1,C4-dicarboxylate transporter,PA0886,,968205,969488,+,NC_002516.2,0,0,0
887,NP_249578.1,acetyl-CoA synthetase,PA0887,acsA,969670,971625,+,NC_002516.2,0,0,0
888,NP_249579.1,arginine/ornithine ABC transporter substrate-binding protein AotJ,PA0888,aotJ,972166,972945,+,NC_002516.2,0,0,0
889,NP_249580.1,arginine/ornithine ABC transporter permease AotQ,PA0889,aotQ,973064,973753,+,NC_002516.2,0,0,0
890,NP_249581.1,arginine/ornithine ABC transporter permease AotM,PA0890,aotM,973770,974468,+,NC_002516.2,0,0,0
891,NP_249582.1,hypothetical protein,PA0891,,974482,975594,+,NC_002516.2,0,0,0
892,NP_249583.1,arginine/ornithine ABC transporter ATP-binding protein AotP,PA0892,aotP,975613,976377,+,NC_002516.2,0,0,0
893,NP_249584.1,transcriptional regulator ArgR,PA0893,argR,976410,977399,+,NC_002516.2,0,0,0
894,NP_249585.1,hypothetical protein,PA0894,,977420,977743,-,NC_002516.2,0,0,0
895,NP_249586.1,acetylornithine aminotransferase,PA0895,aruC,977910,979130,+,NC_002516.2,0,0,0
896,NP_249587.1,arginine N-succinyltransferase subunit alpha,PA0896,aruF,979329,980345,+,NC_002516.2,0,0,0
897,NP_249588.1,arginine N-succinyltransferase subunit beta,PA0897,aruG,980357,981379,+,NC_002516.2,0,0,0
898,NP_249589.1,N-succinylglutamate 5-semialdehyde dehydrogenase,PA0898,aruD,981422,982888,+,NC_002516.2,0,0,0
899,NP_249590.1,N-succinylarginine dihydrolase,PA0899,aruB,982885,984231,+,NC_002516.2,0,0,0
900,NP_249591.1,hypothetical protein,PA0900,,984245,984535,+,NC_002516.2,0,0,0
901,NP_249592.1,succinylglutamate desuccinylase,PA0901,aruE,984549,985547,+,NC_002516.2,0,0,0
902,NP_249593.1,hypothetical protein,PA0902,,985692,986696,+,NC_002516.2,0,0,0
903,NP_249594.1,alanine--tRNA ligase,PA0903,alaS,986818,989442,+,NC_002516.2,0,0,0
904,NP_249595.1,aspartokinase,PA0904,lysC,989590,990828,+,NC_002516.2,0,0,0
905,NP_249596.1,carbon storage regulator,PA0905,rsmA,991013,991198,+,NC_002516.2,0,0,0
906,NP_249597.1,transcriptional regulator,PA0906,,991830,992543,-,NC_002516.2,0,0,0
907,NP_249598.1,hypothetical protein,PA0907,,992714,993244,+,NC_002516.2,0,0,0
908,NP_249599.1,hypothetical protein,PA0908,,993409,993783,+,NC_002516.2,0,0,0
909,NP_249600.1,hypothetical protein,PA0909,,993776,994051,+,NC_002516.2,0,0,0
910,NP_249601.1,hypothetical protein,PA0910,,994143,994646,+,NC_002516.2,0,0,0
911,NP_249602.1,hypothetical protein,PA0911,,994699,995151,+,NC_002516.2,0,0,0
912,NP_249603.1,hypothetical protein,PA0912,,995172,995711,-,NC_002516.2,0,1,0
913,NP_249604.1,Mg transporter MgtE,PA0913,mgtE,996038,997486,+,NC_002516.2,0,0,0
914,NP_249605.1,hypothetical protein,PA0914,,997536,997928,-,NC_002516.2,0,0,0
915,NP_249606.1,hypothetical protein,PA0915,,997921,998382,-,NC_002516.2,0,0,0
916,NP_249607.1,ribosomal protein S12 methylthiotransferase RimO,PA0916,,998444,999766,-,NC_002516.2,0,0,0
917,NP_249608.1,potassium transport system protein kup,PA0917,kup,1000013,1001917,+,NC_002516.2,0,0,0
918,NP_249609.1,cytochrome b561,PA0918,,1001972,1002520,-,NC_002516.2,0,0,0
919,NP_249610.1,hypothetical protein,PA0919,,1002681,1003964,-,NC_002516.2,0,0,0
920,NP_249611.1,hypothetical protein,PA0920,,1003966,1006611,-,NC_002516.2,0,0,0
921,NP_249612.1,hypothetical protein,PA0921,,1006860,1007219,+,NC_002516.2,0,0,0
922,NP_249613.1,hypothetical protein,PA0922,,1007234,1007548,-,NC_002516.2,0,0,0
923,NP_249614.1,DNA polymerase IV,PA0923,dinB,1007950,1008999,+,NC_002516.2,0,0,0
924,NP_249615.1,hypothetical protein,PA0924,,1009006,1010934,-,NC_002516.2,0,0,0
925,NP_249616.1,hypothetical protein,PA0925,,1011047,1011454,-,NC_002516.2,0,0,0
926,NP_249617.1,hypothetical protein,PA0926,,1011522,1011947,-,NC_002516.2,0,0,0
927,NP_249618.1,D-lactate dehydrogenase,PA0927,ldhA,1011983,1012972,-,NC_002516.2,0,0,0
928,NP_249619.1,sensor/response regulator hybrid protein,PA0928,gacS,1012975,1015752,-,NC_002516.2,0,0,0
929,NP_249620.1,two-component response regulator,PA0929,,1015938,1016657,+,NC_002516.2,0,0,0
930,NP_249621.1,two-component sensor,PA0930,,1016657,1017994,+,NC_002516.2,0,0,0
931,NP_249622.1,outer membrane receptor FepA,PA0931,pirA,1018230,1020458,+,NC_002516.2,0,0,0
932,NP_249623.1,cysteine synthase B,PA0932,cysM,1020708,1021607,+,NC_002516.2,0,0,0
933,NP_249624.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PA0933,ygcA,1021616,1022968,+,NC_002516.2,0,0,0
934,NP_249625.1,GTP pyrophosphokinase,PA0934,relA,1023053,1025296,+,NC_002516.2,0,0,0
935,NP_249626.1,nucleoside triphosphate pyrophosphohydrolase,PA0935,,1025401,1026231,+,NC_002516.2,0,0,0
936,NP_249627.1,lipopolysaccharide biosynthetic protein LpxO,PA0936,lpxO2,1026274,1027212,-,NC_002516.2,0,0,0
937,NP_249628.1,hypothetical protein,PA0937,,1027445,1027984,+,NC_002516.2,0,0,0
938,NP_249629.1,hypothetical protein,PA0938,,1028172,1029500,+,NC_002516.2,0,0,0
939,NP_249630.1,hypothetical protein,PA0939,,1029825,1030151,-,NC_002516.2,0,0,0
940,NP_249631.1,hypothetical protein,PA0940,,1030157,1030411,-,NC_002516.2,0,0,0
941,NP_249632.1,hypothetical protein,PA0941,,1030423,1030656,-,NC_002516.2,0,0,0
942,NP_249633.1,transcriptional regulator,PA0942,,1030772,1031332,+,NC_002516.2,0,0,0
943,NP_249634.1,hypothetical protein,PA0943,,1031386,1032102,-,NC_002516.2,0,0,0
944,NP_249635.1,phosphoribosylglycinamide formyltransferase,PA0944,purN,1032095,1032763,-,NC_002516.2,0,0,0
945,NP_249636.1,phosphoribosylformylglycinamidine cyclo-ligase,PA0945,purM,1032763,1033824,-,NC_002516.2,0,0,0
946,NP_249637.1,hypothetical protein,PA0946,,1034038,1035075,+,NC_002516.2,0,0,0
947,NP_249638.1,DNA replication initiation factor,PA0947,,1035277,1035981,+,NC_002516.2,0,0,0
948,NP_249639.1,hypothetical protein,PA0948,,1036158,1036577,-,NC_002516.2,0,0,0
949,NP_249640.1,NAD(P)H dehydrogenase,PA0949,wrbA,1036579,1037175,-,NC_002516.2,0,0,0
950,NP_249641.1,arsenate reductase,PA0950,,1037172,1037525,-,NC_002516.2,0,0,0
951,NP_249642.1,hypothetical protein,PA0951,,1037650,1038885,+,NC_002516.2,0,0,0
952,YP_008719737.1,hypothetical protein,PA0951a,,1039044,1039229,+,NC_002516.2,0,0,0
953,NP_249643.1,hypothetical protein,PA0952,,1039240,1039623,-,NC_002516.2,0,0,0
954,NP_249644.1,thioredoxin,PA0953,,1039968,1040432,+,NC_002516.2,0,0,0
955,NP_249645.1,acylphosphatase,PA0954,,1040432,1040707,+,NC_002516.2,0,0,0
956,NP_249646.1,hypothetical protein,PA0955,,1040724,1041680,-,NC_002516.2,0,0,0
957,NP_249647.1,proline--tRNA ligase,PA0956,proS,1041689,1043404,-,NC_002516.2,0,0,0
958,NP_249648.1,hypothetical protein,PA0957,,1043512,1043919,+,NC_002516.2,0,0,0
959,NP_249649.1,porin D,PA0958,oprD,1043983,1045314,-,NC_002516.2,0,0,0
960,NP_249650.1,hypothetical protein,PA0959,,1045832,1046461,+,NC_002516.2,0,0,0
961,NP_249651.1,hypothetical protein,PA0960,,1046462,1046671,+,NC_002516.2,0,0,0
962,NP_249652.2,cold-shock protein,PA0961,,1046720,1047334,-,NC_002516.2,0,0,0
963,NP_249653.1,DNA-binding stress protein,PA0962,,1047549,1048019,-,NC_002516.2,0,0,0
964,NP_249654.1,aspartate--tRNA ligase,PA0963,aspS,1048459,1050234,+,NC_002516.2,0,0,0
965,NP_249655.1,transcriptional regulator PmpR,PA0964,pmpR,1050301,1051047,+,NC_002516.2,0,0,0
966,NP_249656.1,crossover junction endodeoxyribonuclease RuvC,PA0965,ruvC,1051132,1051656,+,NC_002516.2,0,0,0
967,NP_249657.1,Holliday junction ATP-dependent DNA helicase RuvA,PA0966,ruvA,1051673,1052278,+,NC_002516.2,0,0,0
968,NP_249658.1,Holliday junction ATP-dependent DNA helicase RuvB,PA0967,ruvB,1052289,1053347,+,NC_002516.2,0,0,0
969,NP_249659.1,hypothetical protein,PA0968,,1053400,1053846,+,NC_002516.2,0,0,0
970,NP_249660.1,translocation protein TolQ,PA0969,tolQ,1053848,1054543,+,NC_002516.2,0,0,0
971,NP_249661.1,translocation protein TolR,PA0970,tolR,1054566,1055006,+,NC_002516.2,0,0,0
972,NP_249662.1,translocation protein TolA,PA0971,tolA,1055009,1056052,+,NC_002516.2,0,0,0
973,NP_249663.1,translocation protein TolB,PA0972,tolB,1056049,1057347,+,NC_002516.2,0,0,0
974,NP_249664.1,peptidoglycan associated lipoprotein OprL,PA0973,oprL,1057400,1057906,+,NC_002516.2,0,0,0
975,NP_249665.1,hypothetical protein,PA0974,,1057916,1058740,+,NC_002516.2,0,0,0
976,NP_249666.1,radical activating enzyme,PA0975,,1058812,1059606,+,NC_002516.2,0,0,0
977,NP_249667.1,7-cyano-7-deazaguanine synthase,PA0976,,1059622,1060296,+,NC_002516.2,0,0,0
978,NP_249669.1,hypothetical protein,PA0978,,1061207,1062034,-,NC_002516.2,0,0,0
979,NP_249670.1,hypothetical protein,PA0979,,1062061,1062369,-,NC_002516.2,0,0,0
980,NP_249672.1,hypothetical protein,PA0981,,1062921,1063544,+,NC_002516.2,0,0,0
981,NP_249673.1,hypothetical protein,PA0982,,1064555,1065103,-,NC_002516.2,0,0,0
982,NP_249674.1,hypothetical protein,PA0983,,1065138,1065425,+,NC_002516.2,0,0,0
983,NP_249675.1,colicin immunity protein,PA0984,,1065970,1066296,+,NC_002516.2,0,0,0
984,NP_249676.1,pyocin S5,PA0985,pyoS5,1066321,1067817,-,NC_002516.2,0,1,1
985,NP_249677.1,hypothetical protein,PA0986,,1068193,1068456,+,NC_002516.2,0,0,0
986,NP_249678.1,hypothetical protein,PA0987,,1068489,1069331,+,NC_002516.2,0,0,0
987,NP_249679.1,hypothetical protein,PA0988,,1069769,1070173,+,NC_002516.2,0,0,0
988,NP_249680.1,hypothetical protein,PA0989,,1070294,1070854,-,NC_002516.2,0,0,0
989,NP_249681.1,hypothetical protein,PA0990,,1071239,1071877,-,NC_002516.2,0,0,0
990,NP_249683.1,fimbrial subunit CupC1,PA0992,cupC1,1073285,1073902,+,NC_002516.2,0,0,0
991,NP_249684.1,chaperone CupC2,PA0993,cupC2,1073960,1074673,+,NC_002516.2,0,0,0
992,NP_249685.1,usher CupC3,PA0994,cupC3,1074784,1077303,+,NC_002516.2,0,0,0
993,NP_249686.1,methylated-DNA--protein-cysteine methyltransferase,PA0995,ogt,1077383,1077904,-,NC_002516.2,0,0,0
994,NP_249687.1,anthranilate--CoA ligase,PA0996,pqsA,1078462,1080015,+,NC_002516.2,0,0,0
995,NP_249688.1,hypothetical protein,PA0997,pqsB,1080009,1080860,+,NC_002516.2,0,0,0
996,NP_249689.1,hypothetical protein,PA0998,pqsC,1080853,1081899,+,NC_002516.2,0,0,0
997,NP_249690.1,3-oxoacyl-ACP synthase,PA0999,pqsD,1081942,1082955,+,NC_002516.2,0,0,0
998,NP_249691.1,thioesterase PqsE,PA1000,pqsE,1082949,1083854,+,NC_002516.2,0,0,0
999,NP_249692.1,anthranilate synthase component I,PA1001,phnA,1083972,1085564,+,NC_002516.2,0,0,0
1000,NP_249693.1,anthranilate synthase component II,PA1002,phnB,1085542,1086144,+,NC_002516.2,0,0,0
1001,NP_249694.1,transcriptional regulator MvfR,PA1003,mvfR,1086097,1087095,-,NC_002516.2,0,0,0
1002,NP_249695.1,quinolinate synthetase,PA1004,nadA,1087843,1088901,+,NC_002516.2,0,0,0
1003,NP_249696.1,hypothetical protein,PA1005,,1089010,1090443,-,NC_002516.2,0,0,0
1004,NP_249697.1,hypothetical protein,PA1006,,1090606,1090857,+,NC_002516.2,0,0,0
1005,NP_249698.1,hypothetical protein,PA1007,,1090891,1091964,+,NC_002516.2,0,0,0
1006,NP_249699.1,bacterioferritin comigratory protein,PA1008,bcp,1092025,1092498,-,NC_002516.2,0,0,0
1007,NP_249700.1,hypothetical protein,PA1009,,1092510,1093067,-,NC_002516.2,0,0,0
1008,NP_249701.1,4-hydroxy-tetrahydrodipicolinate synthase,PA1010,dapA,1093251,1094129,+,NC_002516.2,0,0,0
1009,NP_249702.1,hypothetical protein,PA1011,,1094147,1095337,+,NC_002516.2,0,0,0
1010,NP_249703.1,hypothetical protein,PA1012,,1095276,1096034,+,NC_002516.2,0,0,0
1011,NP_249704.1,phosphoribosylaminoimidazole-succinocarboxamide synthase,PA1013,purC,1096063,1096773,+,NC_002516.2,0,0,0
1012,NP_249705.1,glycosyl transferase family protein,PA1014,,1097296,1098288,+,NC_002516.2,0,0,0
1013,NP_249706.1,transcriptional regulator,PA1015,,1098328,1099128,-,NC_002516.2,0,0,0
1014,NP_249707.1,thiolase,PA1016,,1099669,1100820,+,NC_002516.2,0,0,0
1015,NP_249708.1,pimeloyl-CoA synthetase,PA1017,pauA,1100930,1103077,+,NC_002516.2,0,0,0
1016,NP_249709.1,hypothetical protein,PA1018,,1103061,1103927,+,NC_002516.2,0,0,0
1017,NP_249710.1,"cis,cis-muconate transporter MucK",PA1019,mucK,1104009,1105364,+,NC_002516.2,0,0,0
1018,YP_008719738.1,thioesterase,PA1019a,,1105388,1105795,+,NC_002516.2,0,0,0
1019,NP_249711.1,acyl-CoA dehydrogenase,PA1020,,1105888,1107000,+,NC_002516.2,0,0,0
1020,NP_249712.1,enoyl-CoA hydratase,PA1021,,1107000,1107761,+,NC_002516.2,0,0,0
1021,NP_249713.1,acyl-CoA dehydrogenase,PA1022,,1107763,1108908,+,NC_002516.2,0,0,0
1022,NP_249714.1,short-chain dehydrogenase,PA1023,,1108949,1109866,+,NC_002516.2,0,0,0
1023,NP_249715.1,nitronate monooxygenase,PA1024,,1109882,1110868,+,NC_002516.2,0,0,0
1024,NP_249716.1,porin,PA1025,,1110947,1112197,+,NC_002516.2,0,0,0
1025,NP_249717.1,hypothetical protein,PA1026,,1112574,1113050,-,NC_002516.2,0,0,0
1026,NP_249718.1,aldehyde dehydrogenase,PA1027,,1113129,1114718,+,NC_002516.2,0,0,0
1027,NP_249719.1,oxidoreductase,PA1028,,1114774,1116060,+,NC_002516.2,0,0,0
1028,NP_249721.1,hypothetical protein,PA1030,,1116635,1117390,+,NC_002516.2,0,1,0
1029,NP_249722.1,DNA recombination protein RmuC,PA1031,,1118158,1119519,+,NC_002516.2,0,0,0
1030,NP_249723.1,acyl-homoserine lactone acylase QuiP,PA1032,quiP,1119674,1122217,-,NC_002516.2,0,0,0
1031,NP_249724.1,glutathione S-transferase,PA1033,,1122340,1122981,-,NC_002516.2,0,0,0
1032,NP_249725.1,hypothetical protein,PA1034,,1123148,1123348,-,NC_002516.2,0,0,0
1033,NP_249726.1,hypothetical protein,PA1035,,1123356,1123850,-,NC_002516.2,0,0,0
1034,NP_249727.1,hypothetical protein,PA1036,,1124165,1124725,+,NC_002516.2,0,0,0
1035,NP_249728.1,hypothetical protein,PA1037,,1124845,1125465,-,NC_002516.2,0,0,0
1036,NP_249729.1,hypothetical protein,PA1038,,1125548,1125865,-,NC_002516.2,0,0,0
1037,NP_249730.1,hypothetical protein,PA1039,,1125865,1126338,-,NC_002516.2,0,0,0
1038,NP_249731.1,hypothetical protein,PA1040,,1126341,1126838,-,NC_002516.2,0,0,0
1039,NP_249732.1,hypothetical protein,PA1041,,1126969,1127601,+,NC_002516.2,0,0,0
1040,NP_249733.1,hypothetical protein,PA1042,,1127717,1128016,+,NC_002516.2,0,0,0
1041,NP_249734.1,hypothetical protein,PA1043,,1128009,1128818,+,NC_002516.2,0,1,0
1042,NP_249735.1,hypothetical protein,PA1044,,1128857,1129321,-,NC_002516.2,0,0,0
1043,NP_249736.1,ATP-dependent DNA helicase DinG,PA1045,,1129451,1131595,+,NC_002516.2,0,0,0
1044,NP_249737.1,hypothetical protein,PA1046,,1131674,1133947,+,NC_002516.2,0,0,0
1045,NP_249738.1,esterase,PA1047,,1134024,1135202,+,NC_002516.2,0,0,0
1046,NP_249739.1,hypothetical protein,PA1048,,1135408,1136289,+,NC_002516.2,0,0,0
1047,NP_249740.1,pyridoxine/pyridoxamine 5'-phosphate oxidase,PA1049,pdxH,1136388,1137035,+,NC_002516.2,0,0,0
1048,NP_249741.1,hypothetical protein,PA1050,,1137043,1138155,+,NC_002516.2,0,0,0
1049,NP_249742.1,transporter,PA1051,,1138314,1139672,+,NC_002516.2,0,0,0
1050,NP_249743.1,hypothetical protein,PA1052,,1139714,1140859,+,NC_002516.2,0,0,0
1051,YP_008719739.1,hypothetical protein,PA1052a,,1140838,1141080,-,NC_002516.2,0,0,0
1052,NP_249744.1,hypothetical protein,PA1053,,1141268,1141732,+,NC_002516.2,0,0,0
1053,NP_249745.1,monovalent cation/H+ antiporter subunit A,PA1054,,1142061,1144862,+,NC_002516.2,0,0,0
1054,NP_249746.1,monovalent cation/H+ antiporter subunit C,PA1055,,1144862,1145200,+,NC_002516.2,0,0,0
1055,NP_249747.1,monovalent cation/H+ antiporter subunit D,PA1056,,1145197,1146696,+,NC_002516.2,0,0,0
1056,NP_249748.1,monovalent cation/H+ antiporter subunit E,PA1057,,1146693,1147217,+,NC_002516.2,0,0,0
1057,NP_249749.1,monovalent cation/H+ antiporter subunit F,PA1058,,1147202,1147471,+,NC_002516.2,0,0,0
1058,NP_249750.1,monovalent cation/H+ antiporter subunit G,PA1059,,1147468,1147815,+,NC_002516.2,0,0,0
1059,NP_249751.1,hypothetical protein,PA1060,,1147928,1148833,+,NC_002516.2,0,0,0
1060,NP_249752.1,hypothetical protein,PA1061,,1148844,1149941,+,NC_002516.2,0,0,0
1061,NP_249753.1,hypothetical protein,PA1062,,1149952,1150473,+,NC_002516.2,0,0,0
1062,NP_249754.1,hypothetical protein,PA1063,,1150470,1150721,+,NC_002516.2,0,0,0
1063,NP_249755.1,hypothetical protein,PA1064,,1150750,1151415,-,NC_002516.2,0,0,0
1064,NP_249756.1,hypothetical protein,PA1065,,1151435,1151908,+,NC_002516.2,0,0,0
1065,NP_249757.1,short-chain dehydrogenase,PA1066,,1151919,1152575,-,NC_002516.2,0,0,0
1066,NP_249758.1,transcriptional regulator,PA1067,,1152624,1153538,+,NC_002516.2,0,0,0
1067,NP_249759.1,heat shock protein,PA1068,,1153637,1155547,+,NC_002516.2,0,0,0
1068,NP_249760.1,hypothetical protein,PA1069,,1155584,1157878,+,NC_002516.2,0,0,0
1069,NP_249761.1,ABC transporter ATP-binding protein,PA1070,braG,1157954,1158655,-,NC_002516.2,0,0,0
1070,NP_249762.1,ABC transporter ATP-binding protein,PA1071,braF,1158658,1159425,-,NC_002516.2,0,0,0
1071,NP_249763.1,branched-chain amino acid ABC transporter permease BraE,PA1072,braE,1159422,1160675,-,NC_002516.2,0,0,0
