assembly,TXSS/T1SS,TXSS/T2SS,TXSS/T3SS,TXSS/T4SS,TXSS/T6SS,Genome Name,Phylum,Class,Order,Family,Genus,Species,Assembly Accession,CDS
GCA_000723165,2,1,1,0,2,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium agaricidamnosum,GCA_000723165.1,5175
GCA_000723205,1,0,0,0,0,Formosa agariphila KMM 3901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa agariphila,GCA_000723205.1,3598
GCA_000723505,6,0,0,0,0,Rikenellaceae bacterium M3,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,Mucinivorans hirudinis,GCA_000723505.1,3027
GCA_000725345,2,0,0,0,0,Pelosinus sp. UFO1,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,Pelosinus sp. UFO1,GCA_000725345.1,4843
GCA_000730245,1,0,0,0,0,endosymbiont of Acanthamoeba sp. UWC8,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,,endosymbiont of Acanthamoeba sp. UWC8,GCA_000730245.1,1588
GCA_000730385,2,1,0,0,0,Alteromonas australica strain H17,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,GCA_000730385.1,3840
GCA_000731315,3,0,0,0,1,Neorhizobium galegae bv. orientalis str. HAMBI 540,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,Neorhizobium galegae,GCA_000731315.1,6356
GCA_000737515,1,0,0,0,0,Hymenobacter sp. APR13,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. APR13,GCA_000737515.1,4192
GCA_000737535,2,0,0,0,0,Synechococcus sp. KORDI-100,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-100,GCA_000737535.1,3121
GCA_000737575,3,0,0,0,0,Synechococcus sp. KORDI-49,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-49,GCA_000737575.1,2660
GCA_000737595,2,0,0,0,0,Synechococcus sp. KORDI-52,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-52,GCA_000737595.1,2921
GCA_000738435,3,0,0,0,0,Planktomarina temperata RCA23,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,GCA_000738435.1,3249
GCA_000742835,1,0,0,0,0,Candidatus Paracaedibacter acanthamoebae,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter acanthamoebae,GCA_000742835.1,2366
GCA_000743035,0,0,0,3,0,Candidatus Caedibacter acanthamoebae,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus Paracaedimonas,Candidatus Paracaedimonas acanthamoebae,GCA_000743035.1,2225
GCA_000746525,2,0,0,0,0,Pseudomonas alkylphenolia strain KL28,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alkylphenolica,GCA_000746525.1,5199
GCA_000746585,1,0,0,1,0,Rickettsiales bacterium Ac37b,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Rickettsiales bacterium Ac37b,GCA_000746585.1,1847
GCA_000747525,1,0,0,0,0,Sphingobacterium sp. ML3W,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. ML3W,GCA_000747525.1,4637
GCA_000756005,2,1,1,1,2,Burkholderia multivorans strain DDS 15A-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,GCA_000756005.1,6963
GCA_000757785,3,0,0,0,3,Pluralibacter gergoviae FB2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter gergoviae,GCA_000757785.1,5074
GCA_000757825,3,0,3,0,1,Cedecea neteri SSMD04,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,GCA_000757825.1,4515
GCA_000758305,3,0,1,0,2,Cedecea neteri M006,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,GCA_000758305.1,4575
GCA_000759475,2,0,0,0,1,Pantoea rwandensis ND04,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea rwandensis,GCA_000759475.1,3937
GCA_000759535,3,0,0,0,2,Pseudomonas cremoricolorata ND07,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cremoricolorata,GCA_000759535.1,4264
GCA_000761155,3,0,1,0,0,Pseudomonas rhizosphaerae DSM 16299,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhizosphaerae,GCA_000761155.1,4138
GCA_000763535,0,1,1,0,2,Vibrio coralliilyticus OCN014,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio coralliilyticus,GCA_000763535.2,5330
GCA_000764535,1,1,0,0,0,Sphingomonas taxi ATCC 55669,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas taxi,GCA_000764535.1,3709
GCA_000764555,0,0,0,0,1,Francisella sp. FSC1006,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella sp. FSC1006,GCA_000764555.1,1965
GCA_000775995,0,0,0,1,0,Treponema sp. OMZ 838,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp. OMZ 838,GCA_000775995.1,2530
GCA_000784965,2,0,1,3,1,Pantoea sp. PSNIH2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. PSNIH2,GCA_000784965.1,4706
GCA_000788395,1,1,1,0,1,Pseudoalteromonas sp. OCN003,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piratica,GCA_000788395.1,4391
GCA_000800255,4,0,1,0,2,Pseudomonas parafulva strain CRS01-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas parafulva,GCA_000800255.1,4389
GCA_000801275,3,1,0,0,2,Vibrio nigripulchritudo strain SnF1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio nigripulchritudo,GCA_000801275.1,5726
GCA_000803645,3,1,0,3,0,Sphingopyxis sp. Kp5.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis fribergensis,GCA_000803645.1,4917
GCA_000807275,3,0,0,0,2,Frischella perrara PEB0191,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,GCA_000807275.1,2300
GCA_000815185,1,0,0,0,0,Xanthomonas sacchari R1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sacchari,GCA_000815185.1,4338
GCA_000815225,1,0,0,0,0,Francisella guangzhouensis 08HL01032,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,Allofrancisella guangzhouensis,GCA_000815225.1,1542
GCA_000816845,2,0,1,3,2,Rhizobium gallicum bv. gallicum R602,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum,GCA_000816845.1,7619
GCA_000817955,0,1,0,0,1,Geobacter pickeringii G13,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter pickeringii,GCA_000817955.1,3390
GCA_000818015,0,1,0,0,1,Pseudomonas balearica DSM 6083 DSM6083 (=SP1402),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,GCA_000818015.1,4101
GCA_000819565,2,0,0,6,0,Celeribacter indicus P73,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter indicus,GCA_000819565.1,4971
GCA_000827125,0,0,0,0,1,Geoalkalibacter subterraneus Red1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,Geoalkalibacter subterraneus,GCA_000827125.1,3624
GCA_000828475,2,0,0,0,0,Methyloceanibacter caenitepidi Gela4,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,GCA_000828475.1,3332
GCA_000828635,3,0,0,0,0,Sulfuritalea hydrogenivorans sk43H DSM22779,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea hydrogenivorans,GCA_000828635.1,3610
GCA_000828715,1,0,0,0,0,Winogradskyella sp. PG-2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella sp. PG-2,GCA_000828715.1,3518
GCA_000828895,1,1,0,0,0,Comamonadaceae bacterium A1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas raichei,GCA_000828895.1,2379
GCA_000828915,1,0,0,0,0,Comamonadaceae bacterium B1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas maccroryi,GCA_000828915.1,2409
GCA_000828975,0,1,0,4,0,Burkholderiales bacterium GJ-E10,Proteobacteria,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium GJ-E10,GCA_000828975.1,3187
GCA_000829415,3,1,1,1,2,Pseudomonas sp. StFLB209,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. StFLB209,GCA_000829415.1,5612
GCA_000831385,1,0,0,0,0,Nonlabens marinus S1-08,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens marinus,GCA_000831385.1,2783
GCA_000832305,1,1,0,0,2,Cupriavidus basilensis 4G11,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis,GCA_000832305.1,7676
GCA_000833025,0,0,0,0,1,Myroides profundi D25,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides profundi,GCA_000833025.1,3526
GCA_000968535,3,0,0,1,1,Methylomicrobium alcaliphilum strain 20Z,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium,Methylotuvimicrobium alcaliphilum,GCA_000968535.1,4192
GCA_000969685,1,1,1,1,1,Xanthomonas fuscans subsp. fuscans strain 4834-R,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,GCA_000969685.1,4497
GCA_000973105,0,0,0,0,1,Zobellia galactanivorans strain Dsij,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans,GCA_000973105.1,4691
GCA_001281485,1,0,0,0,0,Altererythrobacter epoxidivorans strain CGMCC 1.7731,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter epoxidivorans,GCA_001281485.1,2774
GCA_001298445,3,0,0,0,0,Nostoc piscinale CENA21,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc piscinale,GCA_001298445.1,7262
GCA_001298525,0,1,0,0,0,Psychrobacter urativorans strain R310.10B,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,GCA_001298525.1,2586
GCA_001305595,1,0,0,0,2,Azospirillum thiophilum strain BV-S,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum thiophilum,GCA_001305595.1,6915
GCA_001308265,3,0,0,0,0,Celeribacter marinus strain IMCC12053,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter marinus,GCA_001308265.1,3253
GCA_001314975,1,0,0,0,0,Bacteroides thetaiotaomicron strain 7330,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,GCA_001314975.1,5316
GCA_001315015,4,0,0,0,0,Azospirillum brasilense strain Sp7,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense,GCA_001315015.1,6081
GCA_001318345,2,0,0,0,0,Bacteroides cellulosilyticus strain WH2,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,GCA_001318345.1,5734
GCA_001412595,1,1,0,0,1,Massilia sp. WG5,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. WG5,GCA_001412595.1,5799
GCA_001444445,1,0,0,0,0,Prevotella enoeca strain F0113,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella enoeca,GCA_001444445.1,2643
GCA_001447335,0,1,2,0,0,Aeromonas schubertii strain WL1483,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas schubertii,GCA_001447335.1,4435
GCA_001455205,1,0,0,0,0,Nitrosomonas ureae strain Nm10,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas ureae,GCA_001455205.1,3428
GCA_001458695,1,0,0,1,0,Nitrospira sp. ENR4,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Candidatus Nitrospira inopinata,GCA_001458695.1,3444
GCA_001547995,2,0,0,0,0,Asaia bogorensis NBRC 16594,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia bogorensis,GCA_001547995.1,2896
GCA_001553605,2,0,0,0,1,Desulfovibrio fairfieldensis strain CCUG 45958,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fairfieldensis,GCA_001553605.1,3597
GCA_001553955,0,1,0,0,0,Moraxella osloensis strain CCUG 350,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,GCA_001553955.1,2532
GCA_001584185,1,1,1,0,1,Collimonas pratensis strain Ter91,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas pratensis,GCA_001584185.1,5498
GCA_001593245,1,1,2,0,1,Aeromonas veronii strain TH0426,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,GCA_001593245.1,4671
GCF_000091785,1,1,0,2,0,Legionella longbeachae NSW150,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae,GCF_000091785.1,3825
GCF_000146265,1,0,0,2,0,Aggregatibacter actinomycetemcomitans D11S-1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,GCF_000146265.2,2284
GCF_000172635,2,1,0,0,0,Alteromonas macleodii ATCC 27126,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,GCF_000172635.2,4111
GCF_000252855,1,0,0,0,0,Riemerella anatipestifer ATCC 11845 = DSM 15868,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,GCF_000252855.1,2099
GCF_000252955,4,0,0,0,2,Xenorhabdus nematophila ATCC 19061,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus nematophila,GCF_000252955.1,4732
GCF_000253115,0,1,0,2,0,Thiomonas arsenitoxydans strain 3As,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas arsenitoxydans,GCF_000253115.1,3772
GCF_000284095,0,0,0,1,0,Selenomonas ruminantium subsp. lactilytica TAM6421,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas ruminantium,GCF_000284095.1,3623
GCF_000300095,2,1,1,3,2,Burkholderia phenoliruptrix BR3459a,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phenoliruptrix,GCF_000300095.1,7462
GCF_000308235,1,1,0,0,1,Acinetobacter venetianus VE-C3,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter venetianus,GCF_000308235.1,3533
GCF_000316645,7,0,0,0,0,Nostoc sp. PCC 7524,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7524,GCF_000316645.1,6231
GCF_000347635,0,1,0,0,0,Paraglaciecola psychrophila 170,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola psychrophila,GCF_000347635.1,5614
GCF_000347675,0,1,0,3,0,Sphingomonas sp. MM-1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. MM-1,GCF_000347675.2,4594
GCF_000400505,0,1,0,0,0,Dickeya paradisiaca NCPPB 2511,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Musicola,Musicola paradisiaca,GCF_000400505.1,4537
GCF_000474725,2,0,1,2,0,Mesorhizobium ciceri ca181,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri,GCF_000474725.1,7275
GCF_000503895,1,0,0,0,0,Hyphomicrobium nitrativorans NL23,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans,GCF_000503895.1,3635
GCF_000520135,3,0,0,0,1,Rhodovulum sulfidophilum DSM 1374,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,GCF_000520135.1,4251
GCF_000577275,1,0,0,3,0,Rhizobium sp. LPU83,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium favelukesii,GCF_000577275.1,7704
GCF_000597785,1,0,0,0,2,Hafnia alvei FB1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia alvei,GCF_000597785.2,4427
GCF_000710505,1,0,0,0,0,Planktothrix agardhii NIVA-CYA 126/8,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii,GCF_000710505.1,4873
GCF_000725385,0,0,0,0,1,Dyella japonica A8,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella japonica,GCF_000725385.1,4306
GCF_000746645,1,1,0,0,1,Acinetobacter baumannii strain AB30,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,GCF_000746645.1,4359
GCF_000756775,0,1,0,0,0,Pseudomonas sp. 20_BN,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas saudiphocaensis,GCF_000756775.1,3459
GCF_000767465,2,0,0,2,0,Novosphingobium pentaromativorans US6-1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium pentaromativorans,GCF_000767465.1,5405
GCF_000767615,0,0,3,0,0,Pandoraea pnomenusa strain DSM-16536,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa,GCF_000767615.1,5044
GCF_000772105,0,1,1,0,3,Vibrio tubiashii ATCC 19109,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,GCF_000772105.1,5181
GCF_000934705,1,1,0,0,1,Marinobacter excellens HL-55,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter excellens,GCF_000934705.1,3741
GCF_000935025,1,1,0,2,0,Sphingomonas sp. WHSC-8,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis,GCF_000935025.1,4940
GCF_000940995,2,1,0,0,0,Photobacterium gaetbulicola Gung47,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium gaetbulicola,GCF_000940995.1,5485
GCF_000953135,0,1,0,1,0,Legionella fallonii LLAP-10 strain ATCC700992,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella fallonii,GCF_000953135.1,3980
GCF_000953635,0,1,0,1,0,Tatlockia micdadei strain ATCC33218,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia micdadei,GCF_000953635.1,3104
GCF_000953655,1,1,0,1,0,Legionella hackeliae strain ATCC35250,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,GCF_000953655.1,3329
GCF_000953695,1,1,0,0,2,Aliivibrio wodanis strain 06/09/139,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio wodanis,GCF_000953695.1,4261
GCF_000953735,3,1,0,0,2,Moritella viscosa,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella viscosa,GCF_000953735.1,4711
GCF_000954135,0,1,1,1,0,Ralstonia mannitolilytica strain SN82F48,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia mannitolilytica,GCF_000954135.1,4890
GCF_000959245,6,1,2,0,4,Burkholderia ubonensis MSMB22,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,GCF_000959245.1,6887
GCF_000959725,1,1,1,2,2,Burkholderia gladioli strain ATCC 10248,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,GCF_000959725.1,8354
GCF_000961515,1,1,1,0,3,Burkholderia fungorum strain ATCC BAA-463,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia fungorum,GCF_000961515.1,8869
GCF_000964245,1,1,0,0,0,Teredinibacter sp. 1162T.S.0a.05,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,,Cellvibrionaceae bacterium 1162T.S.0a.05,GCF_000964245.1,3843
GCF_000964565,2,1,1,0,0,Yersinia ruckeri strain Big Creek 74,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,GCF_000964565.1,3490
GCF_000967425,1,0,0,2,0,Rhizobium sp. strain NT-26,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp.,GCF_000967425.1,4643
GCF_000968195,2,0,0,0,3,Xenorhabdus doucetiae strain FRM16 = DSM 17909,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus doucetiae,GCF_000968195.1,4017
GCF_000971565,4,0,0,2,1,Agrobacterium tumefaciens strain Ach5,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,GCF_000971565.1,5542
GCF_000972865,1,0,0,1,0,Pseudoxanthomonas suwonensis strain J1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas suwonensis,GCF_000972865.1,3513
GCF_000974425,2,0,0,0,2,Spirosoma radiotolerans strain DG5A,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma radiotolerans,GCF_000974425.1,6144
GCF_000981545,1,0,0,0,0,Filomicrobium sp. Y,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Filomicrobium,Candidatus Filomicrobium marinum,GCF_000981545.1,4069
GCF_000982825,1,0,0,0,2,Cronobacter sakazakii strain ATCC 29544,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,GCF_000982825.1,4691
GCF_001006005,5,1,1,0,1,Serratia fonticola strain DSM 4576,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia fonticola,GCF_001006005.1,5578
GCF_001007935,1,0,0,0,0,Nitrosomonas communis strain Nm2,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas communis,GCF_001007935.1,4441
GCF_001008165,0,0,0,3,0,Altererythrobacter atlanticus strain 26DY36,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium,Croceibacterium atlanticum,GCF_001008165.2,3369
GCF_001010285,2,0,1,0,5,Photorhabdus temperata subsp. thracensis strain DSM 15199,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus thracensis,GCF_001010285.1,5076
GCF_001011155,1,0,0,0,0,Hoeflea sp. IMCC20628,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Hoeflea,Hoeflea sp. IMCC20628,GCF_001011155.1,5073
GCF_001017775,0,0,1,0,0,Pandoraea thiooxydans strain DSM 25325,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,GCF_001017775.1,4342
GCF_001020955,1,1,0,0,0,Thioalkalivibrio versutus strain D301,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio versutus,GCF_001020955.1,2818
GCF_001021935,3,0,1,0,2,Xanthomonas translucens pv. undulosa strain Xtu 4699,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens,GCF_001021935.1,4183
GCF_001021975,1,0,0,0,1,Chryseobacterium gallinarum strain DSM 27622,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gallinarum,GCF_001021975.1,4383
GCF_001022135,1,0,0,0,2,Kluyvera intermedia strain CAV1151,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera intermedia,GCF_001022135.1,6373
GCF_001022195,2,1,0,2,0,Klebsiella oxytoca strain CAV1374,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,GCF_001022195.1,7362
GCF_001028625,1,0,0,1,0,Altererythrobacter marensis strain KCTC 22370,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Pelagerythrobacter,Pelagerythrobacter marensis,GCF_001028625.1,2741
