id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,"DeepSecE(0.6)",T4SEfinder
887,WP_010946646.1,type III pantothenate kinase,LPG_RS04525,,984836,985606,+,NC_002942.5,0,0,0,0
888,WP_011213343.1,division/cell wall cluster transcriptional repressor MraZ,LPG_RS04530,mraZ,986224,986682,+,NC_002942.5,0,0,0,0
889,WP_011213344.1,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,LPG_RS04535,rsmH,986694,987620,+,NC_002942.5,0,0,0,0
890,WP_011213345.1,cell division protein FtsL,LPG_RS04540,ftsL,987617,987955,+,NC_002942.5,0,0,0,0
891,WP_010946651.1,penicillin-binding protein 2,LPG_RS04545,,988336,989997,+,NC_002942.5,0,0,0,0
892,WP_010946652.1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",LPG_RS04550,,990018,991469,+,NC_002942.5,0,0,0,0
893,WP_010946653.1,4-phosphoerythronate dehydrogenase,LPG_RS04555,,991514,992566,-,NC_002942.5,0,0,0,0
894,WP_010946654.1,site-2 protease family protein,LPG_RS04560,,992563,993222,-,NC_002942.5,0,0,0,0
895,WP_015444701.1,phosphatase PAP2 family protein,LPG_RS04565,,993480,994118,+,NC_002942.5,0,0,0,0
896,WP_010946656.1,hypothetical protein,LPG_RS04570,,994158,995402,+,NC_002942.5,1,1,1,1
897,WP_010946657.1,electron transfer flavoprotein subunit beta/FixA family protein,LPG_RS04575,,995810,996559,+,NC_002942.5,0,0,0,0
898,WP_010946658.1,FAD-binding protein,LPG_RS04580,,996573,997511,+,NC_002942.5,0,0,0,0
899,WP_010946659.1,alanine dehydrogenase,LPG_RS04585,ald,997523,998644,+,NC_002942.5,0,0,0,0
900,WP_010946660.1,penicillin-binding protein 1A,LPG_RS04590,,998716,1001100,-,NC_002942.5,0,0,0,0
901,WP_010946661.1,Dot/Icm T4SS effector RavI,LPG_RS04595,ravI,1001252,1002262,-,NC_002942.5,1,1,1,1
902,WP_010946662.1,pilus assembly protein PilM,LPG_RS04600,,1002679,1003743,+,NC_002942.5,0,0,0,0
903,WP_010946663.1,PilN domain-containing protein,LPG_RS04605,,1003747,1004295,+,NC_002942.5,0,0,0,0
904,WP_014841277.1,type 4a pilus biogenesis protein PilO,LPG_RS04610,,1004309,1004908,+,NC_002942.5,0,0,0,0
905,WP_010946665.1,pilus assembly protein PilP,LPG_RS04615,,1004905,1005492,+,NC_002942.5,0,0,0,0
906,WP_010946666.1,type IV pilus secretin PilQ,LPG_RS04620,,1005496,1007592,+,NC_002942.5,0,0,0,0
907,WP_010946667.1,shikimate kinase AroK,LPG_RS04625,aroK,1008038,1008565,+,NC_002942.5,0,0,0,0
908,WP_010946668.1,3-dehydroquinate synthase,LPG_RS04630,aroB,1008552,1009661,+,NC_002942.5,0,0,0,0
909,WP_010946669.1,SPOR domain-containing protein,LPG_RS04635,,1009658,1011109,+,NC_002942.5,0,0,0,0
910,WP_010946670.1,universal stress protein,LPG_RS04640,,1011218,1011649,+,NC_002942.5,0,0,0,0
911,WP_010946671.1,bifunctional riboflavin kinase/FAD synthetase,LPG_RS04645,ribF,1011773,1012759,+,NC_002942.5,0,0,0,0
912,WP_010946672.1,isoleucine--tRNA ligase,LPG_RS04650,ileS,1012872,1015667,+,NC_002942.5,0,0,0,0
913,WP_011946027.1,signal peptidase II,LPG_RS04655,lspA,1015664,1016128,+,NC_002942.5,0,0,0,0
914,WP_010946674.1,2-dehydro-3-deoxyphosphooctonate aldolase,LPG_RS04660,,1016427,1016990,-,NC_002942.5,0,0,0,0
915,WP_010946675.1,Dot/Icm T4SS effector LidA,LPG_RS04665,lidA,1017170,1019359,-,NC_002942.5,1,1,1,1
916,WP_010946676.1,hypothetical protein,LPG_RS04670,,1019601,1022726,-,NC_002942.5,0,1,1,1
917,WP_010946677.1,GTPase Era,LPG_RS04675,era,1022940,1023875,+,NC_002942.5,0,0,0,0
918,WP_010946678.1,DNA repair protein RecO,LPG_RS04680,recO,1023865,1024554,+,NC_002942.5,0,0,0,0
919,WP_010946679.1,Dot/Icm T4SS effector RavJ,LPG_RS04685,ravJ,1024610,1025785,-,NC_002942.5,1,1,1,1
920,WP_010946680.1,Dot/Icm T4SS effector LegL1,LPG_RS04690,legL1,1025948,1026838,-,NC_002942.5,1,1,1,1
921,WP_011946036.1,pyridoxine 5'-phosphate synthase,LPG_RS04695,pdxJ,1027127,1027873,+,NC_002942.5,0,0,0,0
922,WP_010946682.1,2-oxoacid:acceptor oxidoreductase subunit alpha,LPG_RS04700,,1027860,1029677,+,NC_002942.5,0,0,0,0
923,WP_015444695.1,2-oxoacid:ferredoxin oxidoreductase subunit beta,LPG_RS04705,,1029661,1030629,+,NC_002942.5,0,0,0,0
924,WP_010946684.1,Bax inhibitor-1/YccA family protein,LPG_RS04710,,1030958,1031632,-,NC_002942.5,0,0,0,0
925,WP_010946685.1,carbon-nitrogen hydrolase family protein,LPG_RS04715,,1031851,1032657,+,NC_002942.5,0,0,0,0
926,WP_010946686.1,metalloprotease TldD,LPG_RS04720,tldD,1032669,1034111,+,NC_002942.5,0,0,0,0
927,WP_010946687.1,patatin-like phospholipase RssA,LPG_RS04725,rssA,1034157,1035035,+,NC_002942.5,0,0,0,0
928,WP_010946688.1,AMP-binding protein,LPG_RS04730,,1035062,1036729,+,NC_002942.5,0,0,0,0
929,WP_010946689.1,transcription-repair coupling factor,LPG_RS04735,mfd,1036708,1040169,-,NC_002942.5,0,0,0,0
930,WP_010946690.1,DNA recombination protein RmuC,LPG_RS04740,rmuC,1040246,1041508,-,NC_002942.5,0,0,0,0
931,WP_010946691.1,DUF4785 family protein,LPG_RS04745,,1041512,1042690,-,NC_002942.5,0,0,0,0
932,WP_015444692.1,hypothetical protein,LPG_RS04750,,1042687,1043586,-,NC_002942.5,0,0,0,0
933,WP_016356806.1,NAD-dependent DNA ligase LigA,LPG_RS04755,ligA,1043809,1045830,+,NC_002942.5,0,0,0,0
934,WP_032828680.1,ABC transporter substrate-binding protein,LPG_RS04760,,1045959,1048115,+,NC_002942.5,0,0,0,0
935,WP_010946695.1,ABC transporter permease,LPG_RS04765,,1048112,1049089,+,NC_002942.5,0,0,0,0
936,WP_016356807.1,ABC transporter permease,LPG_RS04770,,1049113,1050459,+,NC_002942.5,0,0,0,0
937,WP_010946697.1,DNA polymerase III subunit alpha,LPG_RS04775,dnaE,1050534,1053980,+,NC_002942.5,0,0,0,0
938,WP_010946698.1,lpg0963 family Dot/Icm T4SS effector,LPG_RS04780,,1054066,1055307,-,NC_002942.5,1,1,1,1
939,WP_010946699.1,decaprenyl-phosphate phosphoribosyltransferase,LPG_RS04785,,1055637,1056521,+,NC_002942.5,0,0,0,0
940,WP_032828678.1,hypothetical protein,LPG_RS04790,,1056521,1058029,+,NC_002942.5,0,0,0,0
941,WP_010946701.1,polysaccharide biosynthesis protein,LPG_RS04795,,1058084,1059961,+,NC_002942.5,0,0,0,0
942,WP_010946702.1,lpg0967 family Dot/Icm T4SS effector,LPG_RS04800,,1060107,1060700,-,NC_002942.5,1,1,1,1
943,WP_010946703.1,Dot/Icm T4SS effector v-ATPase inhibitor SidK,LPG_RS04805,sidK,1061065,1062786,-,NC_002942.5,1,1,1,1
944,WP_010946704.1,Dot/Icm T4SS effector RavK,LPG_RS04810,ravK,1063227,1063967,+,NC_002942.5,1,1,1,1
945,WP_010946705.1,amino acid permease,LPG_RS04815,,1064069,1065532,-,NC_002942.5,0,0,0,0
946,WP_010946706.1,multidrug DMT transporter permease,LPG_RS04820,,1065913,1067058,+,NC_002942.5,0,0,0,0
947,WP_010946707.1,2OG-Fe(II) oxygenase,LPG_RS04830,,1067616,1068374,+,NC_002942.5,0,1,1,0
948,WP_010946708.1,hypothetical protein,LPG_RS04835,,1068446,1069525,+,NC_002942.5,0,0,0,0
949,WP_025862396.1,DMT family transporter,LPG_RS04840,,1069545,1070378,-,NC_002942.5,0,0,0,0
950,WP_010946710.1,antirestriction protein ArdA,LPG_RS04845,,1070520,1071026,-,NC_002942.5,0,0,0,0
951,WP_010946711.1,single-stranded DNA-binding protein,LPG_RS04850,,1071092,1071514,-,NC_002942.5,0,0,0,0
952,WP_011946067.1,hypothetical protein,LPG_RS04855,,1071615,1071809,-,NC_002942.5,0,0,0,0
953,WP_025862397.1,GNAT family N-acetyltransferase,LPG_RS04860,,1072223,1072759,+,NC_002942.5,0,0,0,0
954,WP_025862398.1,integrase domain-containing protein,LPG_RS04865,,1072751,1073650,-,NC_002942.5,0,0,0,0
955,WP_025862399.1,integrase,LPG_RS04870,,1073643,1074449,-,NC_002942.5,0,0,0,1
956,WP_010946716.1,hypothetical protein,LPG_RS04880,,1075236,1076102,+,NC_002942.5,0,0,0,1
957,WP_010946717.1,type IV conjugative transfer system coupling protein TraD,LPG_RS04885,traD,1076121,1078067,-,NC_002942.5,0,0,0,0
958,WP_010946718.1,hypothetical protein,LPG_RS04890,,1078064,1078393,-,NC_002942.5,0,0,0,0
959,WP_010946719.1,hypothetical protein,LPG_RS15210,,1078408,1078581,+,NC_002942.5,0,0,0,0
960,WP_010946720.1,conjugal transfer protein TraG N-terminal domain-containing protein,LPG_RS04895,,1078587,1080140,-,NC_002942.5,0,0,0,0
961,WP_010946721.1,integrating conjugative element protein,LPG_RS04900,,1080143,1081510,-,NC_002942.5,0,0,0,0
962,WP_010946722.1,TIGR03756 family integrating conjugative element protein,LPG_RS04905,,1081520,1082494,-,NC_002942.5,0,0,0,0
963,WP_027223831.1,conjugative transfer ATPase,LPG_RS04910,,1082487,1085237,-,NC_002942.5,0,0,0,0
964,WP_027223830.1,hypothetical protein,LPG_RS04915,,1085247,1085594,-,NC_002942.5,0,0,0,0
965,WP_010946725.1,TIGR03752 family integrating conjugative element protein,LPG_RS04920,,1085551,1086810,-,NC_002942.5,0,0,0,0
966,WP_025862402.1,TIGR03749 family integrating conjugative element protein,LPG_RS04925,,1086807,1087583,-,NC_002942.5,0,0,0,0
967,WP_010946727.1,TIGR03746 family integrating conjugative element protein,LPG_RS04930,,1087570,1088226,-,NC_002942.5,0,0,0,0
968,WP_010946729.1,TIGR03750 family conjugal transfer protein,LPG_RS04935,,1088219,1088581,-,NC_002942.5,0,0,0,0
969,WP_010946730.1,hypothetical protein,LPG_RS04940,,1088593,1088958,-,NC_002942.5,0,0,0,0
970,WP_010946731.1,hypothetical protein,LPG_RS04945,,1088955,1089221,-,NC_002942.5,0,0,0,0
971,WP_010946732.1,RAQPRD family integrative conjugative element protein,LPG_RS04950,,1089221,1089547,-,NC_002942.5,0,0,0,0
972,WP_010946733.1,TIGR03747 family integrating conjugative element membrane protein,LPG_RS04955,,1089557,1090189,-,NC_002942.5,0,0,0,0
973,WP_010946734.1,integrating conjugative element protein,LPG_RS04960,,1090180,1090611,-,NC_002942.5,0,0,0,0
974,WP_010946735.1,TIGR03759 family integrating conjugative element protein,LPG_RS04965,,1090611,1091432,-,NC_002942.5,0,0,0,0
975,WP_010946736.1,hypothetical protein,LPG_RS04970,,1091425,1092012,-,NC_002942.5,0,0,0,0
976,WP_010946737.1,hypothetical protein,LPG_RS04975,,1092009,1092422,-,NC_002942.5,0,0,0,0
977,WP_010946738.1,carbon storage regulator,LPG_RS04980,,1092431,1092631,-,NC_002942.5,0,0,0,0
978,WP_223381092.1,hypothetical protein,LPG_RS04985,,1092625,1093056,-,NC_002942.5,0,0,0,1
979,WP_014843644.1,hypothetical protein,LPG_RS04990,,1092995,1093894,-,NC_002942.5,0,0,0,1
980,WP_011215153.1,helix-turn-helix domain-containing protein,LPG_RS04995,,1094063,1094317,+,NC_002942.5,0,0,0,0
981,WP_153802424.1,hypothetical protein,LPG_RS05000,,1094329,1094502,+,NC_002942.5,0,0,0,0
982,WP_010946741.1,TolC family protein,LPG_RS05005,,1094785,1096029,+,NC_002942.5,0,0,0,0
983,WP_010946742.1,efflux RND transporter periplasmic adaptor subunit,LPG_RS05010,,1096026,1097282,+,NC_002942.5,0,0,0,0
984,WP_015444671.1,efflux RND transporter permease subunit,LPG_RS05015,,1097292,1100441,+,NC_002942.5,0,0,0,0
985,WP_027223829.1,cadmium-translocating P-type ATPase,LPG_RS05020,cadA,1100517,1102652,+,NC_002942.5,0,0,0,0
986,WP_015444669.1,hypothetical protein,LPG_RS15215,,1102916,1103086,+,NC_002942.5,0,0,0,1
987,WP_010946745.1,cation-translocating P-type ATPase,LPG_RS05025,,1103657,1105564,+,NC_002942.5,0,0,0,0
988,WP_010946746.1,DUF302 domain-containing protein,LPG_RS05030,,1105579,1105974,-,NC_002942.5,0,0,0,0
989,WP_015444666.1,hypothetical protein,LPG_RS05035,,1106283,1106639,+,NC_002942.5,0,0,0,0
991,WP_015444665.1,hypothetical protein,LPG_RS05050,,1107779,1108636,-,NC_002942.5,0,0,0,0
992,WP_015444664.1,hypothetical protein,LPG_RS15220,,1109164,1109307,+,NC_002942.5,0,0,0,0
994,WP_010946753.1,TolC family protein,LPG_RS05060,,1112133,1113392,+,NC_002942.5,0,0,0,0
995,WP_010946754.1,efflux RND transporter periplasmic adaptor subunit,LPG_RS05065,,1113389,1114522,+,NC_002942.5,0,0,0,0
996,WP_010946755.1,CusA/CzcA family heavy metal efflux RND transporter,LPG_RS05070,,1114601,1117744,+,NC_002942.5,0,0,0,0
997,WP_010946756.1,MBL fold metallo-hydrolase,LPG_RS05075,,1117741,1119102,+,NC_002942.5,0,0,0,0
998,WP_015444662.1,thymidine phosphorylase family protein,LPG_RS05080,,1119099,1120613,+,NC_002942.5,0,0,0,0
999,WP_010946758.1,ribose-phosphate pyrophosphokinase,LPG_RS05085,,1120610,1121521,+,NC_002942.5,0,0,0,0
1000,WP_015444661.1,hypothetical protein,LPG_RS15225,,1121548,1121715,+,NC_002942.5,0,0,0,0
1001,WP_010946759.1,copper-translocating P-type ATPase,LPG_RS05090,,1121779,1123989,+,NC_002942.5,0,0,0,0
1002,WP_010946760.1,diguanylate cyclase,LPG_RS05095,,1124129,1125010,+,NC_002942.5,0,0,0,0
1003,WP_010946761.1,DUF4156 domain-containing protein,LPG_RS05100,,1125147,1125521,+,NC_002942.5,0,0,0,0
1004,WP_015444660.1,TolC family protein,LPG_RS05105,,1125546,1126859,+,NC_002942.5,0,0,0,0
1005,WP_010946763.1,efflux RND transporter periplasmic adaptor subunit,LPG_RS05110,,1126856,1127824,+,NC_002942.5,0,0,0,0
1006,WP_010946764.1,efflux RND transporter permease subunit,LPG_RS05115,,1127825,1131040,+,NC_002942.5,0,0,0,0
1007,WP_010946765.1,hypothetical protein,LPG_RS05120,,1131037,1131489,+,NC_002942.5,0,0,0,0
1008,WP_015444659.1,hypothetical protein,LPG_RS05125,,1131628,1131939,-,NC_002942.5,0,0,0,0
1009,WP_010946767.1,DUF3141 domain-containing protein,LPG_RS05130,,1132175,1133854,+,NC_002942.5,0,0,0,0
1010,WP_015444658.1,hypothetical protein,LPG_RS05135,,1133866,1134021,-,NC_002942.5,0,1,1,1
1011,WP_010946769.1,DUF2231 domain-containing protein,LPG_RS05140,,1134218,1134745,+,NC_002942.5,0,0,0,0
1012,WP_010946770.1,multicopper oxidase domain-containing protein,LPG_RS05145,,1134772,1137846,+,NC_002942.5,0,0,0,0
1013,WP_015444656.1,DUF4156 domain-containing protein,LPG_RS05150,,1138084,1138545,-,NC_002942.5,0,0,0,0
1014,WP_072363891.1,CHASE3 domain-containing protein,LPG_RS05155,,1138657,1138896,-,NC_002942.5,0,0,0,0
1015,WP_010946773.1,protein VrrB,LPG_RS05160,,1139067,1139384,-,NC_002942.5,0,0,0,0
1016,WP_010946774.1,DUF2933 domain-containing protein,LPG_RS05165,,1139570,1139866,+,NC_002942.5,0,0,0,1
1017,WP_010946775.1,isoprenylcysteine carboxylmethyltransferase family protein,LPG_RS05170,,1139872,1140537,+,NC_002942.5,0,0,0,0
1018,WP_025862615.1,hypothetical protein,LPG_RS05175,,1140534,1141034,+,NC_002942.5,0,0,0,0
1019,WP_015444655.1,hypothetical protein,LPG_RS05180,,1141102,1141923,-,NC_002942.5,0,0,0,0
1020,WP_010946778.1,hypothetical protein,LPG_RS05185,,1141920,1142681,-,NC_002942.5,0,0,0,0
1021,WP_015444654.1,FAD-binding oxidoreductase,LPG_RS05190,,1142681,1144564,-,NC_002942.5,0,0,0,0
1022,WP_013101362.1,hypothetical protein,LPG_RS05195,,1144912,1145286,+,NC_002942.5,0,0,0,0
1023,WP_010946782.1,F0F1 ATP synthase subunit gamma,LPG_RS05200,,1145318,1146187,-,NC_002942.5,0,0,0,0
1024,WP_010946783.1,F0F1 ATP synthase subunit alpha,LPG_RS05205,,1146245,1147717,-,NC_002942.5,0,0,0,0
1025,WP_010946784.1,F0F1 ATP synthase subunit delta,LPG_RS05210,,1147704,1148447,-,NC_002942.5,0,0,0,0
1026,WP_011946148.1,F0F1 ATP synthase subunit C,LPG_RS05215,,1148453,1148728,-,NC_002942.5,0,0,0,0
1027,WP_010946786.1,F0F1 ATP synthase subunit A,LPG_RS05220,,1148725,1149417,-,NC_002942.5,0,0,0,0
1028,WP_010946787.1,AtpZ/AtpI family protein,LPG_RS05225,,1149420,1149698,-,NC_002942.5,0,0,0,0
1029,WP_010946788.1,hypothetical protein,LPG_RS05230,,1149688,1150098,-,NC_002942.5,0,0,0,0
1030,WP_216818704.1,F0F1 ATP synthase subunit beta,LPG_RS05235,atpD,1150107,1151504,-,NC_002942.5,0,0,0,0
1031,WP_010946790.1,hypothetical protein,LPG_RS05240,,1151869,1152309,-,NC_002942.5,0,0,0,0
1032,WP_015444651.1,hypothetical protein,LPG_RS15230,,1152417,1152578,-,NC_002942.5,0,0,0,1
1033,WP_015444650.1,hypothetical protein,LPG_RS15235,,1152998,1153171,+,NC_002942.5,0,0,0,1
1034,WP_013101369.1,helix-turn-helix domain-containing protein,LPG_RS05245,,1153389,1153652,-,NC_002942.5,0,0,0,1
1035,WP_010946791.1,heme NO-binding domain-containing protein,LPG_RS05250,,1154000,1154542,+,NC_002942.5,0,0,0,0
1036,WP_015444649.1,bifunctional diguanylate cyclase/phosphodiesterase,LPG_RS05255,,1154535,1156028,+,NC_002942.5,0,0,0,0
1037,WP_015444647.1,alpha/beta fold hydrolase,LPG_RS05260,,1156207,1158000,+,NC_002942.5,0,0,0,0
1038,WP_011946156.1,acetoacetyl-CoA reductase,LPG_RS05265,phbB,1158151,1158894,-,NC_002942.5,0,0,0,0
1039,WP_011946157.1,cold-shock protein,LPG_RS05270,,1158966,1159187,-,NC_002942.5,0,0,0,0
1040,WP_011946158.1,hypothetical protein,LPG_RS05275,,1159281,1159712,-,NC_002942.5,0,0,0,0
1041,WP_010946797.1,SEL1-like repeat protein,LPG_RS05280,,1159897,1160925,+,NC_002942.5,0,0,0,0
1042,WP_010946798.1,MFS transporter,LPG_RS05285,,1161307,1162599,-,NC_002942.5,0,0,0,0
1043,WP_010946799.1,peptide deformylase,LPG_RS05290,def,1162604,1163122,-,NC_002942.5,0,0,0,0
1044,WP_011946159.1,hypothetical protein,LPG_RS05295,,1163106,1163717,-,NC_002942.5,0,0,0,0
1045,WP_013101377.1,helix-turn-helix transcriptional regulator,LPG_RS05300,,1163707,1164198,-,NC_002942.5,0,0,0,0
1046,WP_010946802.1,hypothetical protein,LPG_RS05305,,1164408,1164665,+,NC_002942.5,0,0,0,0
1047,WP_010946803.1,AlpA family phage regulatory protein,LPG_RS05310,,1164677,1164880,+,NC_002942.5,0,0,0,0
1048,WP_010946804.1,Abi family protein,LPG_RS05315,,1164904,1165926,-,NC_002942.5,0,0,0,1
1049,WP_010946805.1,site-specific integrase,LPG_RS05320,,1165936,1167117,-,NC_002942.5,0,0,0,1
1051,WP_015444645.1,DUF4263 domain-containing protein,LPG_RS05330,,1168808,1169911,+,NC_002942.5,0,1,0,1
1052,WP_010946809.1,zinc-ribbon domain-containing protein,LPG_RS05335,,1170029,1171213,-,NC_002942.5,0,0,0,0
1053,WP_015444644.1,hypothetical protein,LPG_RS05340,,1171290,1171805,+,NC_002942.5,0,0,0,0
1054,WP_010946812.1,DUF927 domain-containing protein,LPG_RS05345,,1172002,1173711,-,NC_002942.5,0,0,0,0
1055,WP_015444643.1,hypothetical protein,LPG_RS05350,,1173776,1174027,-,NC_002942.5,0,0,0,0
1056,WP_015444641.1,hypothetical protein,LPG_RS15240,,1174420,1174572,+,NC_002942.5,0,1,1,1
1057,WP_010946815.1,deoxyguanosinetriphosphate triphosphohydrolase family protein,LPG_RS05355,,1174611,1175966,-,NC_002942.5,0,0,0,1
1058,WP_015444640.1,group II intron reverse transcriptase/maturase,LPG_RS05360,ltrA,1176202,1177698,-,NC_002942.5,0,0,0,0
1059,WP_010946818.1,lpg1083 family Dot/Icm T4SS effector,LPG_RS05365,,1178481,1179164,+,NC_002942.5,1,1,1,1
1060,WP_010946819.1,PDDEXK nuclease domain-containing protein,LPG_RS05370,,1179250,1180281,-,NC_002942.5,0,0,0,0
1061,WP_010946820.1,tyrosine-type recombinase/integrase,LPG_RS05375,,1180278,1181522,-,NC_002942.5,0,0,0,0
1062,WP_015444229.1,IS4 family transposase,LPG_RS05380,,1181888,1183306,+,NC_002942.5,0,0,0,1
1063,WP_010946821.1,murein biosynthesis integral membrane protein MurJ,LPG_RS05385,murJ,1183472,1185079,+,NC_002942.5,0,0,0,0
1064,WP_010946822.1,GNAT family N-acetyltransferase,LPG_RS05390,,1185394,1187199,+,NC_002942.5,0,0,0,0
1065,WP_014843674.1,class I SAM-dependent methyltransferase,LPG_RS05395,,1187312,1187917,+,NC_002942.5,0,0,0,0
1066,WP_015444638.1,hypothetical protein,LPG_RS05400,,1188074,1188316,+,NC_002942.5,0,1,1,1
1067,WP_223804300.1,hypothetical protein,LPG_RS15335,,1188559,1188813,+,NC_002942.5,0,0,0,0
1068,WP_010946825.1,GNAT family N-acetyltransferase,LPG_RS05410,,1189117,1189560,+,NC_002942.5,0,0,0,0
1069,WP_015444635.1,HAD family phosphatase,LPG_RS05415,,1190145,1190813,+,NC_002942.5,0,0,0,0
1070,WP_015444634.1,cation-translocating P-type ATPase,LPG_RS05420,,1191307,1194000,+,NC_002942.5,0,0,0,0
1071,WP_015444633.1,TolC family protein,LPG_RS05425,,1193987,1195243,+,NC_002942.5,0,0,0,0
1072,WP_010946829.1,efflux RND transporter periplasmic adaptor subunit,LPG_RS05430,,1195240,1196376,+,NC_002942.5,0,0,0,0
1073,WP_015444632.1,CusA/CzcA family heavy metal efflux RND transporter,LPG_RS05435,,1196415,1199543,+,NC_002942.5,0,0,0,0
1074,WP_015444630.1,hypothetical protein,LPG_RS05440,,1199627,1199773,+,NC_002942.5,0,0,0,1
1075,WP_010946831.1,alpha/beta fold hydrolase,LPG_RS05445,,1199936,1201723,+,NC_002942.5,0,0,0,0
1076,WP_010946832.1,hypothetical protein,LPG_RS05450,,1202264,1202455,+,NC_002942.5,0,0,0,0
1077,WP_010946833.1,hypothetical protein,LPG_RS05455,,1202600,1203058,+,NC_002942.5,0,0,0,0
1078,WP_010946834.1,exopolysaccharide biosynthesis protein,LPG_RS05460,,1203181,1203783,+,NC_002942.5,0,0,0,0
1079,WP_010946835.1,Dot/Icm T4SS effector Lem4/SmdA,LPG_RS05465,lem4,1204272,1205240,+,NC_002942.5,1,1,1,1
1080,WP_015444627.1,hypothetical protein,LPG_RS05470,,1205522,1206373,-,NC_002942.5,0,1,1,1
1081,WP_010946837.1,hypothetical protein,LPG_RS05475,,1206678,1207889,+,NC_002942.5,0,0,0,0
1082,WP_010946838.1,phosphotransferase,LPG_RS05480,,1207933,1208925,-,NC_002942.5,0,0,0,0
1083,WP_010946839.1,peptide-methionine (R)-S-oxide reductase MsrB,LPG_RS05485,msrB,1209124,1209627,+,NC_002942.5,0,0,0,0
1084,WP_010946840.1,lpg1106 family Dot/Icm T4SS effector,LPG_RS05490,,1209726,1211000,-,NC_002942.5,1,1,1,1
1085,WP_010946841.1,EamA family transporter,LPG_RS05495,,1211242,1211661,-,NC_002942.5,0,0,0,0
1086,WP_010946842.1,Dot/Icm type IV secretion system effector RavL,LPG_RS05500,ravL,1211847,1212728,-,NC_002942.5,1,1,1,1
1087,WP_010946843.1,Dot/Icm T4SS effector RavM,LPG_RS05505,ravM,1212967,1215027,-,NC_002942.5,1,1,1,1
1088,WP_015444625.1,hypothetical protein,LPG_RS05510,,1215266,1215388,-,NC_002942.5,0,0,0,0
1089,WP_010946844.1,Dot/Icm T4SS effector Lem5,LPG_RS05515,lem5,1215532,1216227,+,NC_002942.5,1,1,1,0
1090,WP_010946845.1,Dot/Icm T4SS effector RavN,LPG_RS05520,ravN,1216316,1216954,-,NC_002942.5,1,1,1,1
1091,WP_010946846.1,hypothetical protein,LPG_RS05525,,1217235,1217618,-,NC_002942.5,0,0,0,0
1092,WP_015444623.1,hypothetical protein,LPG_RS05530,,1217834,1218544,-,NC_002942.5,0,0,0,0
1093,WP_010946848.1,EAL domain-containing protein,LPG_RS05535,,1218657,1221026,-,NC_002942.5,0,0,0,0
1094,WP_011213471.1,circadian clock KaiB family protein,LPG_RS05540,,1221035,1221307,-,NC_002942.5,0,0,0,0
1095,WP_015444621.1,circadian clock protein KaiC,LPG_RS05545,kaiC,1221312,1222964,-,NC_002942.5,0,0,0,0
1096,WP_015444620.1,glycosyl hydrolase family 18 protein,LPG_RS05550,,1223384,1225732,+,NC_002942.5,0,0,0,0
1097,WP_010946851.1,GNAT family N-acetyltransferase,LPG_RS05555,,1225771,1226244,-,NC_002942.5,0,1,1,0
1098,WP_010946852.1,serine hydrolase,LPG_RS05560,,1226336,1227451,-,NC_002942.5,0,0,0,0
1099,WP_010946853.1,histidine phosphatase family protein,LPG_RS05565,,1227719,1228783,+,NC_002942.5,0,0,0,0
